,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G,Classe
20478,Bahia,462,Sim,Sim,Sim,Sim,baixa
20484,Bahia,2000,Sim,Sim,Sim,Sim,média
20486,Bahia,3200,Sim,Sim,Sim,Sim,alta
20490,Bahia,5100,Sim,Sim,Sim,Sim,alta
20493,Bahia,2750,Sim,Sim,Sim,Sim,média
20494,Bahia,994,Sim,Sim,Sim,Não,média_baixa
20496,Bahia,437,Sim,Sim,Sim,Sim,baixa
20497,Bahia,4000,Sim,Sim,Sim,Não,alta
20498,Bahia,2025,Sim,Sim,Sim,Sim,média
20499,Bahia,3100,Sim,Sim,Sim,Não,alta
20500,Bahia,400,Sim,Sim,Sim,Sim,baixa
20501,Bahia,1125,Sim,Sim,Não,Não,média_baixa
20502,Bahia,1050,Sim,Sim,Sim,Sim,média_baixa
20506,Bahia,1406,Sim,Sim,Sim,Sim,média_baixa
20512,Bahia,1000,Sim,Sim,Sim,Não,média_baixa
20524,Bahia,2333,Sim,Não,Sim,Sim,média
20526,Bahia,775,Sim,Não,Sim,Sim,média_baixa
20527,Bahia,1092,Sim,Não,Sim,Sim,média_baixa
20528,Bahia,1340,Sim,Sim,Sim,Sim,média_baixa
20531,Bahia,750,Sim,Sim,Sim,Não,média_baixa
20535,Bahia,1125,Sim,Sim,Sim,Não,média_baixa
20538,Bahia,1000,Sim,Sim,Sim,Não,média_baixa
20539,Bahia,662,Sim,Não,Sim,Não,média_baixa
20541,Bahia,1662,Sim,Sim,Sim,Sim,média
20542,Bahia,1250,Sim,Não,Sim,Sim,média_baixa
20543,Bahia,262,Sim,Não,Sim,Sim,baixa
20545,Bahia,596,Sim,Não,Sim,Sim,média_baixa
20549,Bahia,740,Sim,Sim,Sim,Sim,média_baixa
20550,Bahia,985,Sim,Não,Sim,Sim,média_baixa
20551,Bahia,265,Sim,Não,Sim,Sim,baixa
20552,Bahia,374,Sim,Não,Sim,Sim,baixa
20554,Bahia,383,Sim,Não,Sim,Sim,baixa
20556,Bahia,600,Sim,Não,Sim,Sim,média_baixa
20557,Bahia,600,Sim,Não,Sim,Sim,média_baixa
20559,Bahia,525,Sim,Sim,Sim,Sim,média_baixa
20560,Bahia,650,Sim,Sim,Sim,Sim,média_baixa
20562,Bahia,493,Sim,Não,Sim,Sim,baixa
20565,Bahia,73,Sim,Não,Sim,Não,baixa
20567,Bahia,4000,Sim,Não,Sim,Sim,alta
20568,Bahia,1186,Sim,Sim,Sim,Sim,média_baixa
20573,Bahia,1685,Sim,Sim,Sim,Sim,média
20574,Bahia,1675,Sim,Sim,Sim,Sim,média
20576,Bahia,565,Sim,Não,Sim,Não,média_baixa
20577,Bahia,1393,Sim,Sim,Sim,Sim,média_baixa
20580,Bahia,469,Sim,Sim,Sim,Sim,baixa
20583,Bahia,788,Sim,Sim,Sim,Sim,média_baixa
20584,Bahia,2333,Sim,Sim,Sim,Sim,média
20587,Bahia,525,Sim,Sim,Sim,Sim,média_baixa
20590,Bahia,429,Sim,Não,Sim,Sim,baixa
20595,Bahia,429,Sim,Não,Sim,Sim,baixa
20640,Bahia,482,Sim,Não,Sim,Sim,baixa
20643,Bahia,549,Sim,Sim,Sim,Sim,média_baixa
20647,Bahia,550,Sim,Sim,Sim,Sim,média_baixa
20655,Bahia,525,Sim,Não,Sim,Sim,média_baixa
20657,Bahia,896,Sim,Não,Sim,Sim,média_baixa
20658,Bahia,1117,Sim,Sim,Sim,Sim,média_baixa
20666,Bahia,500,Sim,Sim,Sim,Sim,baixa
20667,Bahia,788,Sim,Não,Sim,Sim,média_baixa
20669,Bahia,600,Sim,Não,Sim,Sim,média_baixa
20670,Bahia,6166,Sim,Sim,Sim,Sim,alta
20674,Bahia,317,Sim,Não,Sim,Sim,baixa
20675,Bahia,548,Sim,Não,Sim,Sim,média_baixa
20676,Bahia,75,Sim,Não,Sim,Sim,baixa
20680,Bahia,1450,Sim,Não,Sim,Sim,média_baixa
20681,Bahia,335,Sim,Sim,Sim,Sim,baixa
20683,Bahia,2000,Sim,Não,Sim,Sim,média
20686,Bahia,1325,Sim,Não,Sim,Sim,média_baixa
20689,Bahia,262,Sim,Não,Sim,Sim,baixa
20728,Bahia,344,Sim,Não,Sim,Sim,baixa
20736,Bahia,463,Sim,Não,Sim,Sim,baixa
20744,Bahia,772,Sim,Não,Sim,Sim,média_baixa
20746,Bahia,0,Sim,Não,Sim,Sim,baixa
20748,Bahia,2452,Sim,Sim,Sim,Sim,média
20749,Bahia,750,Sim,Não,Sim,Sim,média_baixa
20753,Bahia,1350,Sim,Não,Sim,Sim,média_baixa
20754,Bahia,1000,Sim,Não,Sim,Sim,média_baixa
20756,Bahia,788,Sim,Não,Sim,Sim,média_baixa
20758,Bahia,1000,Sim,Não,Sim,Sim,média_baixa
20759,Bahia,280,Sim,Sim,Sim,Sim,baixa
20760,Bahia,947,Sim,Sim,Sim,Sim,média_baixa
20761,Bahia,615,Sim,Não,Sim,Sim,média_baixa
20763,Bahia,500,Sim,Sim,Sim,Sim,baixa
20766,Bahia,500,Sim,Sim,Sim,Sim,baixa
20767,Bahia,496,Sim,Não,Sim,Sim,baixa
20768,Bahia,450,Sim,Não,Sim,Sim,baixa
20769,Bahia,521,Sim,Sim,Sim,Sim,média_baixa
20770,Bahia,2022,Sim,Sim,Sim,Sim,média
20774,Bahia,1950,Sim,Não,Sim,Sim,média
20775,Bahia,551,Sim,Não,Sim,Sim,média_baixa
20781,Bahia,900,Sim,Não,Sim,Sim,média_baixa
20783,Bahia,1794,Sim,Sim,Sim,Sim,média
20786,Bahia,396,Sim,Não,Sim,Sim,baixa
20788,Bahia,994,Sim,Sim,Sim,Sim,média_baixa
20793,Bahia,788,Sim,Não,Sim,Sim,média_baixa
20798,Bahia,775,Sim,Sim,Sim,Sim,média_baixa
20802,Bahia,842,Sim,Sim,Sim,Sim,média_baixa
20834,Bahia,500,Sim,Não,Sim,Sim,baixa
20835,Bahia,812,Sim,Sim,Sim,Sim,média_baixa
20836,Bahia,500,Sim,Não,Sim,Sim,baixa
20837,Bahia,200,Sim,Não,Sim,Sim,baixa
20838,Bahia,572,Sim,Não,Sim,Sim,média_baixa
20839,Bahia,303,Sim,Não,Sim,Sim,baixa
20843,Bahia,213,Sim,Não,Sim,Sim,baixa
20848,Bahia,262,Sim,Não,Sim,Sim,baixa
20852,Bahia,266,Sim,Não,Sim,Sim,baixa
20853,Bahia,1100,Sim,Sim,Sim,Não,média_baixa
20858,Bahia,500,Sim,Não,Sim,Não,baixa
20861,Bahia,441,Sim,Sim,Sim,Sim,baixa
20870,Bahia,508,Sim,Não,Sim,Sim,média_baixa
20879,Bahia,300,Sim,Não,Sim,Sim,baixa
20905,Bahia,429,Sim,Não,Sim,Sim,baixa
20920,Bahia,992,Sim,Sim,Não,Não,média_baixa
20935,Bahia,1358,Sim,Sim,Sim,Sim,média_baixa
20936,Bahia,1500,Sim,Sim,Sim,Não,média_baixa
20938,Bahia,525,Sim,Sim,Não,Não,média_baixa
20946,Bahia,1500,Sim,Não,Sim,Sim,média_baixa
20948,Bahia,5250,Sim,Sim,Não,Sim,alta
20950,Bahia,85,Sim,Não,Sim,Sim,baixa
20951,Bahia,33,Sim,Não,Sim,Sim,baixa
20978,Bahia,365,Sim,Não,Sim,Sim,baixa
20983,Bahia,1633,Sim,Sim,Não,Não,média
20988,Bahia,760,Sim,Sim,Sim,Não,média_baixa
21002,Bahia,4166,Sim,Sim,Sim,Sim,alta
21004,Bahia,3350,Sim,Sim,Sim,Sim,alta
21009,Bahia,820,Sim,Sim,Sim,Sim,média_baixa
21011,Bahia,1000,Sim,Não,Sim,Sim,média_baixa
21013,Bahia,315,Sim,Sim,Sim,Sim,baixa
21015,Bahia,550,Sim,Sim,Sim,Sim,média_baixa
21017,Bahia,750,Sim,Sim,Sim,Sim,média_baixa
21020,Bahia,1000,Sim,Sim,Sim,Sim,média_baixa
21021,Bahia,2331,Sim,Sim,Sim,Sim,média
21022,Bahia,833,Sim,Não,Sim,Sim,média_baixa
21023,Bahia,1433,Sim,Sim,Sim,Sim,média_baixa
21025,Bahia,857,Sim,Sim,Sim,Sim,média_baixa
21030,Bahia,2333,Sim,Sim,Sim,Sim,média
21031,Bahia,975,Sim,Sim,Sim,Sim,média_baixa
21034,Bahia,2356,Sim,Sim,Sim,Sim,média
21044,Bahia,1816,Sim,Não,Sim,Sim,média
21045,Bahia,1200,Sim,Sim,Sim,Sim,média_baixa
21047,Bahia,1048,Sim,Sim,Sim,Sim,média_baixa
21049,Bahia,0,Sim,Não,Sim,Sim,baixa
21050,Bahia,3275,Sim,Sim,Sim,Sim,alta
21052,Bahia,7016,Sim,Sim,Sim,Sim,alta
21054,Bahia,4500,Sim,Sim,Sim,Sim,alta
21056,Bahia,2433,Sim,Sim,Sim,Sim,média
21061,Bahia,3040,Sim,Sim,Não,Não,alta
21062,Bahia,5000,Sim,Sim,Sim,Sim,alta
21065,Bahia,2666,Sim,Não,Sim,Sim,média
21066,Bahia,3600,Sim,Sim,Sim,Sim,alta
21067,Bahia,4000,Sim,Sim,Sim,Sim,alta
21070,Bahia,1577,Sim,Sim,Sim,Sim,média
21073,Bahia,0,Sim,Não,Sim,Sim,baixa
21074,Bahia,5000,Sim,Não,Sim,Sim,alta
21075,Bahia,6000,Sim,Sim,Sim,Sim,alta
21078,Bahia,1300,Sim,Sim,Sim,Sim,média_baixa
21079,Bahia,1432,Sim,Sim,Não,Não,média_baixa
21080,Bahia,5000,Sim,Sim,Sim,Sim,alta
21081,Bahia,1525,Sim,Sim,Sim,Sim,média
21082,Bahia,1800,Sim,Sim,Sim,Sim,média
21085,Bahia,6500,Sim,Sim,Sim,Sim,alta
21088,Bahia,1929,Sim,Sim,Sim,Sim,média
21090,Bahia,1750,Sim,Sim,Sim,Sim,média
21091,Bahia,2650,Sim,Sim,Sim,Sim,média
21093,Bahia,1600,Sim,Sim,Sim,Sim,média
21095,Bahia,0,Sim,Sim,Sim,Sim,baixa
21098,Bahia,1538,Sim,Sim,Sim,Sim,média
21105,Bahia,4000,Sim,Sim,Sim,Sim,alta
21106,Bahia,2800,Sim,Sim,Sim,Sim,média
21107,Bahia,2675,Sim,Sim,Sim,Sim,média
21109,Bahia,828,Sim,Sim,Sim,Sim,média_baixa
21110,Bahia,762,Sim,Sim,Sim,Sim,média_baixa
21113,Bahia,3000,Sim,Sim,Sim,Sim,média
21116,Bahia,1300,Sim,Sim,Sim,Sim,média_baixa
21117,Bahia,1425,Sim,Sim,Sim,Sim,média_baixa
21118,Bahia,950,Sim,Sim,Sim,Sim,média_baixa
21119,Bahia,1744,Sim,Não,Sim,Sim,média
21120,Bahia,375,Sim,Sim,Sim,Sim,baixa
21121,Bahia,1625,Sim,Sim,Sim,Sim,média
21122,Bahia,8050,Sim,Sim,Sim,Sim,alta
21123,Bahia,3500,Sim,Não,Sim,Sim,alta
21124,Bahia,825,Sim,Não,Sim,Sim,média_baixa
21125,Bahia,1550,Sim,Sim,Sim,Sim,média
21128,Bahia,1100,Sim,Sim,Sim,Sim,média_baixa
21129,Bahia,1288,Sim,Não,Sim,Sim,média_baixa
21130,Bahia,2600,Sim,Sim,Sim,Sim,média
21132,Bahia,5250,Sim,Sim,Sim,Sim,alta
21134,Bahia,788,Sim,Não,Sim,Não,média_baixa
21136,Bahia,1000,Sim,Não,Sim,Sim,média_baixa
21137,Bahia,900,Sim,Sim,Sim,Sim,média_baixa
21138,Bahia,1000,Sim,Sim,Sim,Sim,média_baixa
21139,Bahia,775,Sim,Não,Sim,Sim,média_baixa
21142,Bahia,811,Sim,Sim,Não,Não,média_baixa
21146,Bahia,1116,Sim,Sim,Sim,Sim,média_baixa
21147,Bahia,498,Sim,Não,Sim,Sim,baixa
21148,Bahia,822,Sim,Não,Sim,Sim,média_baixa
21149,Bahia,3333,Sim,Sim,Sim,Sim,alta
21150,Bahia,2682,Sim,Sim,Sim,Sim,média
21154,Bahia,525,Sim,Sim,Sim,Sim,média_baixa
21155,Bahia,1500,Sim,Sim,Sim,Sim,média_baixa
21156,Bahia,572,Sim,Sim,Sim,Sim,média_baixa
21158,Bahia,262,Sim,Não,Sim,Sim,baixa
21159,Bahia,2300,Sim,Sim,Sim,Sim,média
21161,Bahia,650,Sim,Não,Sim,Sim,média_baixa
21168,Bahia,1250,Sim,Não,Sim,Sim,média_baixa
21169,Bahia,751,Sim,Não,Sim,Sim,média_baixa
21172,Bahia,266,Sim,Não,Sim,Sim,baixa
21177,Bahia,200,Sim,Sim,Sim,Sim,baixa
21179,Bahia,1625,Sim,Sim,Sim,Sim,média
21182,Bahia,2950,Sim,Sim,Sim,Sim,média
21184,Bahia,796,Sim,Não,Sim,Sim,média_baixa
21185,Bahia,1697,Sim,Sim,Sim,Sim,média
21187,Bahia,1166,Sim,Sim,Sim,Sim,média_baixa
21188,Bahia,1500,Sim,Sim,Sim,Sim,média_baixa
21189,Bahia,800,Sim,Não,Sim,Sim,média_baixa
21190,Bahia,750,Sim,Sim,Sim,Sim,média_baixa
21191,Bahia,2125,Sim,Sim,Sim,Sim,média
21192,Bahia,994,Sim,Sim,Sim,Sim,média_baixa
21193,Bahia,1000,Sim,Sim,Sim,Sim,média_baixa
21194,Bahia,1078,Sim,Não,Sim,Sim,média_baixa
21195,Bahia,394,Sim,Sim,Sim,Sim,baixa
21196,Bahia,1929,Sim,Sim,Sim,Sim,média
21197,Bahia,3596,Sim,Não,Sim,Sim,alta
21198,Bahia,1925,Sim,Sim,Sim,Sim,média
21200,Bahia,1023,Sim,Sim,Sim,Sim,média_baixa
21201,Bahia,1500,Sim,Sim,Sim,Sim,média_baixa
21203,Bahia,4650,Sim,Sim,Sim,Sim,alta
21204,Bahia,625,Sim,Sim,Sim,Sim,média_baixa
21205,Bahia,925,Sim,Sim,Sim,Sim,média_baixa
21209,Bahia,3000,Sim,Sim,Sim,Sim,média
21210,Bahia,2300,Sim,Sim,Sim,Sim,média
21211,Bahia,250,Sim,Sim,Sim,Sim,baixa
21212,Bahia,1400,Sim,Não,Sim,Sim,média_baixa
21214,Bahia,333,Sim,Não,Sim,Não,baixa
21215,Bahia,433,Sim,Não,Sim,Sim,baixa
21216,Bahia,800,Sim,Sim,Sim,Sim,média_baixa
21217,Bahia,0,Sim,Sim,Sim,Sim,baixa
21218,Bahia,5500,Sim,Sim,Sim,Sim,alta
21219,Bahia,900,Sim,Sim,Sim,Sim,média_baixa
21223,Bahia,5000,Sim,Sim,Sim,Sim,alta
21224,Bahia,300,Sim,Sim,Sim,Sim,baixa
21228,Bahia,1396,Sim,Sim,Sim,Sim,média_baixa
21229,Bahia,3000,Sim,Sim,Sim,Sim,média
21230,Bahia,1150,Sim,Sim,Sim,Sim,média_baixa
21231,Bahia,800,Sim,Não,Sim,Sim,média_baixa
21233,Bahia,262,Sim,Não,Sim,Sim,baixa
21234,Bahia,2288,Sim,Sim,Sim,Sim,média
21235,Bahia,747,Sim,Não,Sim,Sim,média_baixa
21236,Bahia,1383,Sim,Sim,Sim,Sim,média_baixa
21237,Bahia,140,Sim,Não,Sim,Sim,baixa
21238,Bahia,73,Sim,Não,Sim,Sim,baixa
21239,Bahia,721,Sim,Sim,Sim,Sim,média_baixa
21240,Bahia,1162,Sim,Não,Sim,Sim,média_baixa
21243,Bahia,672,Sim,Sim,Sim,Sim,média_baixa
21244,Bahia,499,Sim,Não,Sim,Sim,baixa
21245,Bahia,3500,Sim,Sim,Sim,Sim,alta
21246,Bahia,3935,Sim,Sim,Sim,Sim,alta
21252,Bahia,394,Sim,Não,Sim,Sim,baixa
21254,Bahia,387,Sim,Não,Sim,Sim,baixa
21261,Bahia,3333,Sim,Sim,Sim,Sim,alta
21262,Bahia,375,Sim,Sim,Não,Sim,baixa
21267,Bahia,262,Sim,Sim,Sim,Sim,baixa
21271,Bahia,3900,Sim,Sim,Sim,Sim,alta
21274,Bahia,1062,Sim,Sim,Sim,Não,média_baixa
21276,Bahia,1298,Sim,Sim,Sim,Sim,média_baixa
21277,Bahia,466,Sim,Sim,Sim,Sim,baixa
21278,Bahia,333,Sim,Não,Sim,Sim,baixa
21280,Bahia,533,Sim,Sim,Sim,Sim,média_baixa
21282,Bahia,533,Sim,Não,Sim,Sim,média_baixa
21283,Bahia,1288,Sim,Sim,Sim,Sim,média_baixa
21284,Bahia,1100,Sim,Sim,Sim,Sim,média_baixa
21285,Bahia,5700,Sim,Sim,Sim,Sim,alta
21286,Bahia,5100,Sim,Sim,Sim,Sim,alta
21287,Bahia,2500,Sim,Sim,Sim,Sim,média
21289,Bahia,1500,Sim,Sim,Sim,Sim,média_baixa
21292,Bahia,933,Sim,Sim,Sim,Sim,média_baixa
21295,Bahia,1048,Sim,Sim,Sim,Sim,média_baixa
21296,Bahia,3000,Sim,Sim,Sim,Sim,média
21297,Bahia,1200,Sim,Sim,Sim,Sim,média_baixa
21298,Bahia,1100,Sim,Sim,Sim,Sim,média_baixa
21300,Bahia,5894,Sim,Sim,Sim,Sim,alta
21301,Bahia,4000,Sim,Sim,Sim,Sim,alta
21303,Bahia,2400,Sim,Não,Sim,Sim,média
21304,Bahia,1100,Sim,Não,Sim,Sim,média_baixa
21306,Bahia,550,Sim,Não,Sim,Sim,média_baixa
21307,Bahia,270,Sim,Não,Sim,Sim,baixa
21308,Bahia,1000,Sim,Não,Sim,Sim,média_baixa
21309,Bahia,5750,Sim,Sim,Sim,Sim,alta
21311,Bahia,1300,Sim,Sim,Sim,Sim,média_baixa
21312,Bahia,836,Sim,Não,Sim,Sim,média_baixa
21313,Bahia,800,Sim,Sim,Sim,Sim,média_baixa
21314,Bahia,615,Sim,Não,Sim,Sim,média_baixa
21315,Bahia,880,Sim,Não,Sim,Sim,média_baixa
21317,Bahia,800,Sim,Não,Sim,Sim,média_baixa
21319,Bahia,1100,Sim,Sim,Sim,Sim,média_baixa
21320,Bahia,433,Sim,Não,Sim,Sim,baixa
21321,Bahia,1150,Sim,Não,Sim,Sim,média_baixa
21322,Bahia,997,Sim,Sim,Sim,Sim,média_baixa
21323,Bahia,866,Sim,Sim,Sim,Sim,média_baixa
21336,Bahia,315,Sim,Sim,Sim,Sim,baixa
21337,Bahia,2558,Sim,Sim,Sim,Sim,média
21338,Bahia,1278,Sim,Sim,Sim,Sim,média_baixa
21347,Bahia,417,Sim,Sim,Sim,Sim,baixa
21350,Bahia,497,Sim,Não,Sim,Sim,baixa
21362,Bahia,7666,Sim,Sim,Sim,Sim,alta
21363,Bahia,10000,Sim,Sim,Sim,Sim,alta
21364,Bahia,1238,Sim,Sim,Sim,Sim,média_baixa
21366,Bahia,14625,Sim,Sim,Sim,Sim,alta
21368,Bahia,19500,Sim,Sim,Sim,Sim,alta
21370,Bahia,20000,Sim,Sim,Sim,Sim,alta
21371,Bahia,18500,Sim,Sim,Sim,Sim,alta
21373,Bahia,35000,Sim,Sim,Sim,Sim,alta
21374,Bahia,6666,Sim,Sim,Sim,Sim,alta
21376,Bahia,12000,Sim,Sim,Sim,Sim,alta
21377,Bahia,800,Sim,Sim,Sim,Sim,média_baixa
21379,Bahia,1000,Sim,Sim,Sim,Sim,média_baixa
21380,Bahia,10666,Sim,Sim,Sim,Sim,alta
21381,Bahia,2700,Sim,Sim,Sim,Sim,média
21382,Bahia,950,Sim,Sim,Não,Sim,média_baixa
21383,Bahia,3875,Sim,Sim,Sim,Sim,alta
21386,Bahia,3798,Sim,Sim,Sim,Sim,alta
21391,Bahia,499,Sim,Sim,Sim,Sim,baixa
21394,Bahia,1500,Sim,Sim,Sim,Sim,média_baixa
21395,Bahia,450,Sim,Não,Sim,Sim,baixa
21396,Bahia,380,Sim,Sim,Sim,Sim,baixa
21398,Bahia,788,Sim,Não,Sim,Sim,média_baixa
21399,Bahia,788,Sim,Não,Sim,Sim,média_baixa
21403,Bahia,262,Sim,Não,Sim,Sim,baixa
21406,Bahia,338,Sim,Sim,Sim,Sim,baixa
21410,Bahia,433,Sim,Não,Sim,Sim,baixa
21411,Bahia,1572,Sim,Não,Sim,Sim,média
21419,Bahia,321,Sim,Não,Sim,Sim,baixa
21421,Bahia,260,Sim,Não,Sim,Sim,baixa
21424,Bahia,143,Sim,Não,Sim,Sim,baixa
21425,Bahia,155,Sim,Não,Sim,Sim,baixa
21430,Bahia,525,Sim,Não,Sim,Sim,média_baixa
21432,Bahia,206,Sim,Não,Sim,Sim,baixa
21434,Bahia,692,Sim,Não,Sim,Sim,média_baixa
21436,Bahia,377,Sim,Não,Sim,Sim,baixa
21437,Bahia,257,Sim,Não,Sim,Sim,baixa
21438,Bahia,1433,Sim,Não,Sim,Sim,média_baixa
21439,Bahia,262,Sim,Não,Sim,Sim,baixa
21441,Bahia,216,Sim,Não,Sim,Sim,baixa
21444,Espírito Santo,436,Sim,Não,Sim,Sim,baixa
21448,Espírito Santo,187,Sim,Não,Sim,Sim,baixa
21451,Espírito Santo,1900,Sim,Não,Sim,Sim,média
21452,Espírito Santo,2295,Sim,Sim,Sim,Não,média
21455,Espírito Santo,680,Sim,Não,Sim,Sim,média_baixa
21456,Espírito Santo,383,Sim,Não,Sim,Sim,baixa
21466,Espírito Santo,1059,Sim,Não,Sim,Sim,média_baixa
21467,Espírito Santo,453,Sim,Não,Sim,Sim,baixa
21484,Espírito Santo,561,Sim,Não,Sim,Sim,média_baixa
21485,Espírito Santo,702,Sim,Não,Sim,Sim,média_baixa
21489,Espírito Santo,183,Sim,Não,Sim,Sim,baixa
21491,Espírito Santo,522,Sim,Não,Sim,Sim,média_baixa
21497,Espírito Santo,496,Sim,Não,Sim,Sim,baixa
21498,Espírito Santo,2946,Sim,Não,Sim,Sim,média
21514,Espírito Santo,483,Sim,Não,Sim,Sim,baixa
21515,Espírito Santo,748,Sim,Não,Sim,Sim,média_baixa
21516,Espírito Santo,38,Sim,Não,Sim,Sim,baixa
21517,Espírito Santo,1046,Sim,Não,Sim,Sim,média_baixa
21518,Espírito Santo,677,Sim,Não,Sim,Sim,média_baixa
21519,Espírito Santo,418,Sim,Não,Sim,Sim,baixa
21522,Espírito Santo,546,Sim,Não,Sim,Sim,média_baixa
21524,Espírito Santo,131,Sim,Sim,Sim,Sim,baixa
21525,Espírito Santo,347,Sim,Não,Sim,Sim,baixa
21526,Espírito Santo,1712,Sim,Não,Sim,Sim,média
21528,Espírito Santo,400,Sim,Não,Sim,Sim,baixa
21529,Espírito Santo,800,Sim,Não,Sim,Sim,média_baixa
21530,Espírito Santo,415,Sim,Não,Sim,Sim,baixa
21532,Espírito Santo,394,Sim,Não,Sim,Sim,baixa
21533,Espírito Santo,304,Sim,Não,Sim,Sim,baixa
21534,Espírito Santo,570,Sim,Não,Sim,Sim,média_baixa
21539,Espírito Santo,946,Sim,Sim,Sim,Sim,média_baixa
21543,Espírito Santo,256,Sim,Não,Sim,Sim,baixa
21544,Espírito Santo,500,Sim,Não,Sim,Sim,baixa
21549,Espírito Santo,475,Sim,Não,Sim,Sim,baixa
21561,Espírito Santo,394,Sim,Não,Sim,Sim,baixa
21562,Espírito Santo,1478,Sim,Não,Sim,Sim,média_baixa
21563,Espírito Santo,1177,Sim,Não,Sim,Sim,média_baixa
21575,Espírito Santo,592,Sim,Não,Sim,Sim,média_baixa
21579,Espírito Santo,472,Sim,Não,Sim,Sim,baixa
21582,Espírito Santo,39,Sim,Não,Sim,Sim,baixa
21585,Espírito Santo,438,Sim,Não,Sim,Sim,baixa
21588,Espírito Santo,510,Sim,Não,Sim,Sim,média_baixa
21598,Espírito Santo,712,Sim,Não,Sim,Sim,média_baixa
21601,Espírito Santo,269,Sim,Não,Sim,Sim,baixa
21605,Espírito Santo,1942,Sim,Sim,Sim,Não,média
21684,Espírito Santo,400,Sim,Sim,Sim,Não,baixa
21686,Espírito Santo,1000,Sim,Não,Sim,Sim,média_baixa
21687,Espírito Santo,465,Sim,Não,Sim,Sim,baixa
21688,Espírito Santo,850,Sim,Não,Sim,Sim,média_baixa
21691,Espírito Santo,1050,Sim,Sim,Sim,Não,média_baixa
21692,Espírito Santo,197,Sim,Não,Sim,Não,baixa
21694,Espírito Santo,525,Sim,Não,Sim,Sim,média_baixa
21696,Espírito Santo,814,Sim,Sim,Sim,Não,média_baixa
21698,Espírito Santo,375,Sim,Sim,Sim,Não,baixa
21699,Espírito Santo,715,Sim,Sim,Sim,Não,média_baixa
21702,Espírito Santo,506,Sim,Sim,Sim,Não,média_baixa
21709,Espírito Santo,625,Sim,Sim,Sim,Não,média_baixa
21710,Espírito Santo,933,Sim,Sim,Sim,Não,média_baixa
21711,Espírito Santo,171,Sim,Não,Sim,Não,baixa
21716,Espírito Santo,318,Sim,Não,Sim,Não,baixa
21717,Espírito Santo,1600,Sim,Sim,Sim,Sim,média
21718,Espírito Santo,975,Sim,Sim,Sim,Não,média_baixa
21720,Espírito Santo,744,Sim,Sim,Sim,Não,média_baixa
21721,Espírito Santo,394,Sim,Não,Sim,Sim,baixa
21722,Espírito Santo,349,Sim,Não,Sim,Sim,baixa
21724,Espírito Santo,1140,Sim,Sim,Não,Não,média_baixa
21727,Espírito Santo,520,Sim,Não,Sim,Sim,média_baixa
21728,Espírito Santo,994,Sim,Sim,Sim,Não,média_baixa
21736,Espírito Santo,653,Sim,Sim,Sim,Não,média_baixa
21753,Espírito Santo,316,Sim,Não,Sim,Não,baixa
21756,Espírito Santo,2125,Sim,Sim,Sim,Não,média
21769,Espírito Santo,640,Sim,Sim,Sim,Não,média_baixa
21770,Espírito Santo,2750,Sim,Sim,Sim,Não,média
21772,Espírito Santo,825,Sim,Não,Sim,Não,média_baixa
21773,Espírito Santo,837,Sim,Não,Sim,Sim,média_baixa
21774,Espírito Santo,875,Sim,Não,Sim,Não,média_baixa
21777,Espírito Santo,6150,Sim,Sim,Sim,Não,alta
21781,Espírito Santo,172,Sim,Não,Sim,Sim,baixa
21782,Espírito Santo,1750,Sim,Não,Sim,Sim,média
21783,Espírito Santo,1333,Sim,Sim,Sim,Não,média_baixa
21788,Espírito Santo,523,Sim,Sim,Sim,Não,média_baixa
21794,Espírito Santo,1166,Sim,Não,Sim,Sim,média_baixa
21795,Espírito Santo,82,Sim,Não,Sim,Sim,baixa
21796,Espírito Santo,356,Sim,Não,Sim,Sim,baixa
21798,Espírito Santo,544,Sim,Não,Sim,Sim,média_baixa
21801,Espírito Santo,248,Sim,Não,Sim,Sim,baixa
21808,Espírito Santo,64,Sim,Não,Sim,Sim,baixa
21809,Espírito Santo,168,Sim,Não,Sim,Sim,baixa
21813,Espírito Santo,297,Sim,Sim,Sim,Sim,baixa
21815,Espírito Santo,43,Sim,Não,Sim,Sim,baixa
21816,Espírito Santo,237,Sim,Não,Sim,Sim,baixa
21819,Espírito Santo,1171,Sim,Sim,Sim,Sim,média_baixa
21835,Espírito Santo,76,Sim,Não,Sim,Sim,baixa
21844,Espírito Santo,437,Sim,Sim,Sim,Não,baixa
21845,Espírito Santo,208,Sim,Não,Sim,Sim,baixa
21860,Espírito Santo,626,Sim,Sim,Sim,Sim,média_baixa
21864,Espírito Santo,674,Sim,Não,Sim,Sim,média_baixa
21865,Espírito Santo,2333,Sim,Sim,Sim,Não,média
21867,Espírito Santo,191,Sim,Não,Sim,Sim,baixa
21868,Espírito Santo,257,Sim,Sim,Sim,Não,baixa
21879,Espírito Santo,539,Sim,Sim,Sim,Não,média_baixa
21883,Espírito Santo,552,Sim,Não,Sim,Não,média_baixa
21896,Espírito Santo,166,Sim,Não,Sim,Sim,baixa
21897,Espírito Santo,311,Sim,Não,Sim,Sim,baixa
21905,Espírito Santo,126,Sim,Não,Sim,Sim,baixa
21913,Espírito Santo,446,Sim,Não,Sim,Sim,baixa
