,UF,Renda Salarial(R$),Acesso a internet em Domicílio,Acesso a internet em Microcomputador,Acesso a internet em Celular,Acesso a internet em 3G 4G
107267,São Paulo,4000,Sim,Não,Sim,Não
107268,São Paulo,3700,Sim,Não,Sim,Sim
107269,São Paulo,1143,Sim,Não,Não,Não
107271,São Paulo,1800,Sim,Não,Sim,Sim
107272,São Paulo,1550,Sim,Não,Sim,Sim
107273,São Paulo,2400,Sim,Não,Não,Não
107275,São Paulo,4250,Sim,Não,Não,Não
107278,São Paulo,2314,Sim,Não,Não,Não
107282,São Paulo,1200,Sim,Não,Não,Sim
107284,São Paulo,8000,Sim,Não,Não,Sim
107286,São Paulo,1566,Sim,Não,Não,Sim
107287,São Paulo,1866,Sim,Sim,Não,Sim
107293,São Paulo,1190,Sim,Não,Não,Sim
107295,São Paulo,1797,Sim,Não,Não,Sim
107297,São Paulo,1000,Sim,Sim,Não,Não
107298,São Paulo,1000,Sim,Não,Sim,Sim
107299,São Paulo,1500,Sim,Não,Sim,Sim
107300,São Paulo,2750,Sim,Sim,Não,Não
107301,São Paulo,4000,Sim,Não,Sim,Sim
107305,São Paulo,720,Sim,Não,Não,Sim
107312,São Paulo,1125,Sim,Sim,Não,Não
107313,São Paulo,1420,Sim,Não,Não,Não
107314,São Paulo,433,Sim,Não,Não,Sim
107315,São Paulo,958,Sim,Sim,Não,Não
107316,São Paulo,800,Sim,Não,Não,Não
107317,São Paulo,1000,Sim,Sim,Não,Não
107318,São Paulo,380,Sim,Não,Não,Não
107320,São Paulo,2000,Sim,Sim,Não,Não
107322,São Paulo,750,Sim,Não,Não,Não
107324,São Paulo,1166,Sim,Não,Não,Não
107325,São Paulo,666,Sim,Não,Sim,Sim
107326,São Paulo,3200,Sim,Não,Não,Não
107331,São Paulo,540,Sim,Não,Sim,Não
107336,São Paulo,1225,Sim,Não,Não,Não
107339,São Paulo,647,Sim,Sim,Não,Não
107340,São Paulo,947,Sim,Não,Não,Não
107343,São Paulo,622,Sim,Sim,Não,Não
107347,São Paulo,1140,Sim,Não,Não,Não
107349,São Paulo,5800,Sim,Não,Não,Sim
107350,São Paulo,550,Sim,Não,Não,Sim
107352,São Paulo,100,Sim,Sim,Não,Não
107353,São Paulo,2300,Sim,Não,Não,Sim
107354,São Paulo,1460,Sim,Não,Não,Sim
107358,São Paulo,900,Sim,Sim,Não,Não
107361,São Paulo,2250,Sim,Não,Não,Sim
107362,São Paulo,1833,Sim,Não,Não,Sim
107363,São Paulo,991,Sim,Não,Não,Sim
107364,São Paulo,541,Sim,Não,Não,Sim
107365,São Paulo,805,Sim,Sim,Não,Não
107367,São Paulo,962,Sim,Sim,Não,Sim
107369,São Paulo,1375,Sim,Não,Não,Sim
107372,São Paulo,3750,Sim,Não,Não,Não
107373,São Paulo,1544,Sim,Não,Não,Não
107375,São Paulo,10000,Sim,Não,Não,Sim
107376,São Paulo,1200,Sim,Não,Não,Não
107377,São Paulo,4000,Sim,Não,Não,Não
107378,São Paulo,2600,Sim,Não,Não,Não
107379,São Paulo,2166,Sim,Não,Não,Não
107380,São Paulo,4355,Sim,Não,Não,Sim
107381,São Paulo,666,Sim,Não,Não,Sim
107383,São Paulo,3800,Sim,Não,Não,Sim
107386,São Paulo,600,Sim,Não,Não,Não
107387,São Paulo,780,Sim,Sim,Não,Não
107388,São Paulo,1033,Sim,Não,Não,Não
107391,São Paulo,3333,Sim,Não,Não,Sim
107394,São Paulo,300,Sim,Não,Não,Sim
107395,São Paulo,1666,Sim,Não,Não,Sim
107397,São Paulo,800,Sim,Não,Não,Sim
107398,São Paulo,2015,Sim,Não,Não,Sim
107399,São Paulo,2537,Sim,Não,Não,Sim
107400,São Paulo,1562,Sim,Não,Sim,Sim
107401,São Paulo,1625,Sim,Não,Sim,Sim
107402,São Paulo,1300,Sim,Não,Não,Sim
107403,São Paulo,2266,Sim,Não,Não,Sim
107408,São Paulo,1588,Sim,Sim,Não,Sim
107410,São Paulo,497,Sim,Não,Sim,Não
107411,São Paulo,1600,Sim,Não,Não,Não
107414,São Paulo,1265,Sim,Não,Não,Não
107416,São Paulo,5000,Sim,Sim,Não,Não
107417,São Paulo,628,Sim,Sim,Não,Não
107418,São Paulo,497,Sim,Sim,Não,Não
107421,São Paulo,850,Sim,Não,Não,Não
107422,São Paulo,1175,Sim,Sim,Não,Não
107424,São Paulo,1000,Sim,Sim,Não,Não
107425,São Paulo,1275,Sim,Não,Sim,Sim
107427,São Paulo,800,Sim,Sim,Não,Não
107431,São Paulo,1466,Sim,Não,Não,Não
107432,São Paulo,450,Sim,Não,Não,Não
107435,São Paulo,900,Sim,Não,Não,Não
107437,São Paulo,3896,Sim,Não,Não,Sim
107441,São Paulo,1141,Sim,Não,Não,Sim
107442,São Paulo,900,Sim,Sim,Não,Sim
107444,São Paulo,3500,Sim,Não,Não,Sim
107446,São Paulo,2050,Sim,Sim,Não,Sim
107448,São Paulo,1500,Sim,Não,Não,Sim
107449,São Paulo,820,Sim,Não,Não,Não
107450,São Paulo,850,Sim,Não,Não,Não
107452,São Paulo,1500,Sim,Não,Sim,Sim
107455,São Paulo,18000,Sim,Não,Não,Sim
107457,São Paulo,5000,Sim,Sim,Não,Não
107458,São Paulo,3333,Sim,Sim,Não,Não
107460,São Paulo,3000,Sim,Não,Não,Não
107461,São Paulo,7500,Sim,Não,Não,Sim
107463,São Paulo,7000,Sim,Não,Não,Não
107465,São Paulo,2025,Sim,Não,Não,Não
107466,São Paulo,5000,Sim,Não,Não,Sim
107467,São Paulo,6000,Sim,Não,Sim,Sim
107469,São Paulo,2550,Sim,Não,Não,Sim
107470,São Paulo,4000,Sim,Não,Não,Sim
107471,São Paulo,12000,Sim,Não,Sim,Sim
107473,São Paulo,1600,Sim,Não,Não,Sim
107474,São Paulo,4010,Sim,Não,Não,Sim
107475,São Paulo,2066,Sim,Não,Não,Não
107477,São Paulo,2000,Sim,Não,Não,Sim
107480,São Paulo,15800,Sim,Não,Não,Sim
107484,São Paulo,2000,Sim,Não,Não,Sim
107485,São Paulo,3600,Sim,Não,Não,Não
107486,São Paulo,9700,Sim,Não,Não,Não
107491,São Paulo,6000,Sim,Não,Não,Não
107494,São Paulo,12000,Sim,Não,Não,Não
107497,São Paulo,1335,Sim,Não,Sim,Sim
107498,São Paulo,700,Sim,Não,Sim,Sim
107502,São Paulo,2766,Sim,Não,Não,Não
107503,São Paulo,1288,Sim,Não,Sim,Não
107504,São Paulo,3900,Sim,Não,Sim,Não
107507,São Paulo,2929,Sim,Não,Não,Não
107508,São Paulo,3533,Sim,Não,Não,Não
107510,São Paulo,726,Sim,Não,Não,Sim
107513,São Paulo,2300,Sim,Não,Sim,Sim
107516,São Paulo,2000,Sim,Sim,Não,Não
107517,São Paulo,9000,Sim,Não,Não,Não
107519,São Paulo,1366,Sim,Não,Não,Não
107520,São Paulo,1666,Sim,Não,Não,Não
107521,São Paulo,3000,Sim,Não,Não,Não
107523,São Paulo,1100,Sim,Não,Não,Não
107524,São Paulo,1500,Sim,Não,Não,Não
107525,São Paulo,6000,Sim,Não,Não,Não
107526,São Paulo,875,Sim,Não,Não,Não
107527,São Paulo,3000,Sim,Não,Não,Não
107528,São Paulo,0,Sim,Não,Não,Não
107529,São Paulo,1773,Sim,Não,Não,Não
107531,São Paulo,12000,Sim,Não,Não,Não
107532,São Paulo,4700,Sim,Não,Não,Não
107536,São Paulo,2364,Sim,Não,Não,Não
107537,São Paulo,6000,Sim,Não,Não,Não
107539,São Paulo,4062,Sim,Não,Não,Não
107540,São Paulo,6041,Sim,Não,Não,Não
107544,São Paulo,1733,Sim,Não,Não,Não
107545,São Paulo,2325,Sim,Não,Não,Sim
107546,São Paulo,3750,Sim,Não,Não,Não
107548,São Paulo,3000,Sim,Não,Não,Não
107549,São Paulo,4500,Sim,Não,Não,Sim
107550,São Paulo,7000,Sim,Não,Não,Sim
107559,São Paulo,666,Sim,Não,Não,Não
107565,São Paulo,1600,Sim,Sim,Não,Não
107566,São Paulo,750,Sim,Sim,Não,Não
107567,São Paulo,1500,Sim,Sim,Não,Não
107568,São Paulo,1900,Sim,Não,Não,Não
107572,São Paulo,5500,Sim,Não,Não,Não
107573,São Paulo,2400,Sim,Não,Não,Não
107574,São Paulo,1833,Sim,Não,Não,Não
107575,São Paulo,5000,Sim,Não,Não,Não
107577,São Paulo,6466,Sim,Não,Não,Não
107578,São Paulo,1800,Sim,Não,Não,Não
107579,São Paulo,2666,Sim,Não,Não,Não
107580,São Paulo,2820,Sim,Não,Não,Não
107581,São Paulo,2500,Sim,Não,Não,Não
107583,São Paulo,1266,Sim,Não,Não,Não
107584,São Paulo,3166,Sim,Não,Não,Não
107585,São Paulo,2166,Sim,Não,Não,Sim
107587,São Paulo,1650,Sim,Não,Não,Sim
107589,São Paulo,3500,Sim,Não,Não,Sim
107591,São Paulo,5400,Sim,Não,Não,Sim
107592,São Paulo,11500,Sim,Não,Não,Não
107593,São Paulo,1525,Sim,Não,Não,Sim
107594,São Paulo,7000,Sim,Não,Não,Sim
107595,São Paulo,1740,Sim,Não,Não,Sim
107597,São Paulo,5000,Sim,Não,Não,Sim
107603,São Paulo,1000,Sim,Não,Não,Sim
107604,São Paulo,700,Sim,Não,Não,Sim
107605,São Paulo,1633,Sim,Não,Não,Não
107609,São Paulo,3333,Sim,Sim,Não,Não
107610,São Paulo,192,Sim,Não,Não,Sim
107611,São Paulo,1750,Sim,Não,Não,Não
107612,São Paulo,8000,Sim,Não,Não,Não
107614,São Paulo,3000,Sim,Não,Não,Não
107615,São Paulo,1500,Sim,Não,Não,Não
107617,São Paulo,3947,Sim,Não,Não,Não
107619,São Paulo,1840,Sim,Não,Não,Não
107622,São Paulo,1000,Sim,Sim,Não,Não
107623,São Paulo,3766,Sim,Não,Não,Não
107624,São Paulo,1500,Sim,Não,Não,Não
107625,São Paulo,1550,Sim,Não,Não,Não
107626,São Paulo,2000,Sim,Não,Não,Não
107627,São Paulo,262,Sim,Não,Não,Não
107628,São Paulo,1200,Sim,Não,Não,Não
107629,São Paulo,2333,Sim,Não,Não,Não
107630,São Paulo,2575,Sim,Não,Não,Não
107632,São Paulo,1394,Sim,Não,Não,Não
107636,São Paulo,1500,Sim,Não,Não,Não
107638,São Paulo,2797,Sim,Não,Não,Não
107639,São Paulo,400,Sim,Não,Não,Não
107642,São Paulo,800,Sim,Não,Não,Não
107647,São Paulo,1600,Sim,Não,Não,Não
107648,São Paulo,2750,Sim,Não,Não,Não
107652,São Paulo,1075,Sim,Não,Não,Não
107653,São Paulo,3500,Sim,Não,Não,Não
107654,São Paulo,2000,Sim,Não,Não,Não
107656,São Paulo,2000,Sim,Não,Não,Não
107662,São Paulo,1000,Sim,Não,Não,Não
107665,São Paulo,1394,Sim,Sim,Não,Não
107666,São Paulo,1066,Sim,Sim,Não,Não
107667,São Paulo,2000,Sim,Sim,Não,Não
107668,São Paulo,533,Sim,Sim,Não,Não
107669,São Paulo,457,Sim,Não,Não,Não
107671,São Paulo,408,Sim,Não,Não,Não
107674,São Paulo,471,Sim,Sim,Não,Não
107675,São Paulo,866,Sim,Sim,Não,Não
107678,São Paulo,325,Sim,Sim,Não,Não
107680,São Paulo,466,Sim,Sim,Não,Não
107681,São Paulo,400,Sim,Sim,Não,Não
107682,São Paulo,280,Sim,Não,Não,Não
107685,São Paulo,600,Sim,Não,Não,Não
107687,São Paulo,1200,Sim,Não,Não,Não
107689,São Paulo,750,Sim,Não,Não,Não
107692,São Paulo,1184,Sim,Não,Não,Não
107693,São Paulo,472,Sim,Não,Não,Sim
107694,São Paulo,1250,Sim,Não,Não,Sim
107695,São Paulo,775,Sim,Não,Não,Sim
107696,São Paulo,0,Sim,Não,Não,Sim
107697,São Paulo,3000,Sim,Sim,Não,Não
107701,São Paulo,497,Sim,Sim,Não,Não
107702,São Paulo,1500,Sim,Sim,Não,Não
107703,São Paulo,587,Sim,Sim,Não,Não
107704,São Paulo,900,Sim,Não,Não,Não
107705,São Paulo,672,Sim,Não,Não,Não
107708,São Paulo,1197,Sim,Não,Não,Sim
107709,São Paulo,2225,Sim,Não,Não,Não
107712,São Paulo,500,Sim,Sim,Não,Não
107714,São Paulo,608,Sim,Não,Sim,Sim
107716,São Paulo,500,Sim,Sim,Não,Não
107717,São Paulo,809,Sim,Não,Não,Não
107719,São Paulo,1000,Sim,Não,Não,Não
107720,São Paulo,864,Sim,Não,Não,Sim
107721,São Paulo,1201,Sim,Não,Não,Sim
107722,São Paulo,433,Sim,Não,Não,Sim
107724,São Paulo,1450,Sim,Não,Não,Sim
107728,São Paulo,733,Sim,Não,Não,Sim
107729,São Paulo,3250,Sim,Não,Não,Sim
107731,São Paulo,400,Sim,Sim,Não,Sim
107732,São Paulo,475,Sim,Não,Não,Sim
107733,São Paulo,1050,Sim,Sim,Não,Sim
107734,São Paulo,1500,Sim,Não,Não,Sim
107735,São Paulo,769,Sim,Não,Não,Não
107739,São Paulo,719,Sim,Não,Não,Não
107740,São Paulo,625,Sim,Não,Não,Não
107741,São Paulo,1100,Sim,Não,Não,Não
107742,São Paulo,1120,Sim,Não,Não,Não
107744,São Paulo,4100,Sim,Não,Não,Não
107748,São Paulo,1450,Sim,Não,Não,Não
107750,São Paulo,1475,Sim,Não,Não,Não
107753,São Paulo,750,Sim,Sim,Não,Sim
107755,São Paulo,990,Sim,Não,Não,Sim
107756,São Paulo,700,Sim,Não,Não,Sim
107758,São Paulo,562,Sim,Sim,Não,Não
107759,São Paulo,3500,Sim,Não,Não,Sim
107760,São Paulo,657,Sim,Não,Não,Sim
107763,São Paulo,1000,Sim,Não,Não,Sim
107764,São Paulo,675,Sim,Não,Não,Sim
107767,São Paulo,544,Sim,Sim,Não,Sim
107769,São Paulo,772,Sim,Sim,Não,Não
107771,São Paulo,1875,Sim,Não,Não,Não
107772,São Paulo,1341,Sim,Não,Não,Não
107773,São Paulo,133,Sim,Não,Não,Não
107775,São Paulo,526,Sim,Não,Não,Não
107777,São Paulo,1066,Sim,Não,Não,Não
107778,São Paulo,926,Sim,Não,Não,Não
107781,São Paulo,491,Sim,Sim,Não,Não
107785,São Paulo,1394,Sim,Não,Não,Não
107788,São Paulo,515,Sim,Não,Não,Não
107789,São Paulo,600,Sim,Não,Não,Não
107793,São Paulo,2166,Sim,Não,Não,Não
107796,São Paulo,1336,Sim,Não,Não,Não
107801,São Paulo,794,Sim,Sim,Não,Não
107804,São Paulo,709,Sim,Não,Não,Não
107805,São Paulo,725,Sim,Não,Não,Não
107807,São Paulo,250,Sim,Sim,Não,Não
107808,São Paulo,1000,Sim,Não,Não,Não
107809,São Paulo,206,Sim,Não,Não,Não
107810,São Paulo,698,Sim,Não,Não,Não
107814,São Paulo,1695,Sim,Sim,Não,Não
107816,São Paulo,2300,Sim,Não,Sim,Sim
107817,São Paulo,787,Sim,Não,Não,Não
107818,São Paulo,981,Sim,Não,Não,Não
107819,São Paulo,232,Sim,Sim,Não,Não
107820,São Paulo,363,Sim,Não,Não,Não
107821,São Paulo,1000,Sim,Não,Não,Não
107822,São Paulo,675,Sim,Não,Não,Não
107824,São Paulo,690,Sim,Não,Não,Não
107826,São Paulo,1266,Sim,Não,Não,Não
107828,São Paulo,995,Sim,Sim,Não,Não
107829,São Paulo,1216,Sim,Sim,Não,Não
107830,São Paulo,1375,Sim,Não,Não,Não
107831,São Paulo,431,Sim,Sim,Não,Não
107832,São Paulo,1229,Sim,Não,Sim,Não
107834,São Paulo,800,Sim,Não,Não,Não
107837,São Paulo,500,Sim,Não,Não,Não
107838,São Paulo,700,Sim,Não,Não,Não
107839,São Paulo,750,Sim,Não,Não,Não
107845,São Paulo,1762,Sim,Não,Não,Não
107846,São Paulo,950,Sim,Não,Não,Não
107852,São Paulo,1166,Sim,Não,Não,Não
107855,São Paulo,1166,Sim,Não,Não,Não
107856,São Paulo,525,Sim,Não,Sim,Sim
107857,São Paulo,1357,Sim,Não,Não,Não
107862,São Paulo,2500,Sim,Sim,Não,Não
107866,São Paulo,2000,Sim,Não,Não,Não
107867,São Paulo,500,Sim,Sim,Não,Não
107870,São Paulo,1133,Sim,Não,Não,Não
107871,São Paulo,750,Sim,Não,Não,Não
107872,São Paulo,533,Sim,Não,Não,Não
107873,São Paulo,1394,Sim,Sim,Não,Não
107874,São Paulo,1000,Sim,Não,Não,Não
107878,São Paulo,600,Sim,Não,Não,Não
107879,São Paulo,800,Sim,Não,Não,Não
107880,São Paulo,1333,Sim,Não,Não,Não
107881,São Paulo,2390,Sim,Não,Não,Não
107882,São Paulo,998,Sim,Não,Não,Não
107883,São Paulo,866,Sim,Não,Não,Não
107885,São Paulo,626,Sim,Não,Não,Não
107888,São Paulo,2500,Sim,Não,Não,Não
107889,São Paulo,1800,Sim,Não,Não,Não
107890,São Paulo,1266,Sim,Não,Não,Não
107891,São Paulo,2000,Sim,Não,Sim,Não
107892,São Paulo,4975,Sim,Não,Não,Não
107894,São Paulo,2960,Sim,Não,Não,Não
107896,São Paulo,950,Sim,Não,Não,Não
107897,São Paulo,1666,Sim,Não,Não,Não
107899,São Paulo,750,Sim,Sim,Não,Não
107900,São Paulo,1866,Sim,Sim,Não,Não
107903,São Paulo,1900,Sim,Sim,Não,Não
107904,São Paulo,1294,Sim,Sim,Não,Não
107905,São Paulo,2000,Sim,Sim,Não,Não
107906,São Paulo,825,Sim,Sim,Não,Não
107912,São Paulo,1250,Sim,Não,Não,Não
107913,São Paulo,10000,Sim,Não,Não,Não
107914,São Paulo,12000,Sim,Não,Não,Não
107915,São Paulo,3050,Sim,Não,Não,Não
107916,São Paulo,6000,Sim,Não,Não,Não
107917,São Paulo,9000,Sim,Não,Não,Não
107918,São Paulo,22400,Sim,Não,Não,Não
107919,São Paulo,2350,Sim,Não,Sim,Sim
107920,São Paulo,1433,Sim,Não,Não,Não
107921,São Paulo,2100,Sim,Não,Sim,Sim
107924,São Paulo,1362,Sim,Não,Não,Não
107927,São Paulo,2556,Sim,Não,Sim,Sim
107929,São Paulo,1000,Sim,Não,Não,Não
107930,São Paulo,9900,Sim,Não,Não,Não
107931,São Paulo,750,Sim,Não,Não,Não
107932,São Paulo,5066,Sim,Não,Não,Não
107936,São Paulo,3440,Sim,Não,Não,Não
107937,São Paulo,2800,Sim,Não,Não,Não
107938,São Paulo,3017,Sim,Não,Não,Não
107940,São Paulo,6000,Sim,Não,Não,Não
107941,São Paulo,10000,Sim,Sim,Não,Não
107942,São Paulo,8000,Sim,Não,Não,Não
107944,São Paulo,7250,Sim,Não,Não,Não
107945,São Paulo,1593,Sim,Não,Não,Não
107946,São Paulo,3133,Sim,Não,Não,Não
107947,São Paulo,2000,Sim,Não,Não,Não
107948,São Paulo,375,Sim,Não,Não,Não
107950,São Paulo,10250,Sim,Não,Não,Não
107951,São Paulo,2500,Sim,Sim,Não,Não
107952,São Paulo,3000,Sim,Não,Não,Não
107954,São Paulo,2790,Sim,Não,Não,Não
107956,São Paulo,616,Sim,Não,Não,Não
107959,São Paulo,2344,Sim,Não,Não,Sim
107961,São Paulo,500,Sim,Não,Não,Não
107962,São Paulo,6200,Sim,Não,Não,Não
107965,São Paulo,4666,Sim,Não,Não,Não
107967,São Paulo,2325,Sim,Não,Sim,Sim
107969,São Paulo,2466,Sim,Não,Não,Não
107971,São Paulo,2950,Sim,Não,Sim,Não
107974,São Paulo,5000,Sim,Não,Não,Não
107976,São Paulo,2500,Sim,Não,Sim,Não
107977,São Paulo,13500,Sim,Não,Não,Não
107979,São Paulo,4500,Sim,Sim,Não,Não
107980,São Paulo,13800,Sim,Não,Não,Não
107981,São Paulo,6500,Sim,Não,Não,Não
107983,São Paulo,1144,Sim,Não,Sim,Sim
107986,São Paulo,2000,Sim,Sim,Não,Não
107988,São Paulo,2500,Sim,Não,Não,Sim
107989,São Paulo,1296,Sim,Não,Não,Não
107995,São Paulo,1850,Sim,Não,Não,Não
107996,São Paulo,1050,Sim,Não,Não,Não
107997,São Paulo,3850,Sim,Não,Não,Não
107998,São Paulo,6800,Sim,Não,Não,Não
107999,São Paulo,1750,Sim,Sim,Não,Não
108000,São Paulo,1262,Sim,Não,Não,Sim
108001,São Paulo,1283,Sim,Não,Não,Não
108005,São Paulo,1750,Sim,Não,Não,Sim
108010,São Paulo,750,Sim,Sim,Não,Não
108011,São Paulo,690,Sim,Não,Não,Não
108012,São Paulo,750,Sim,Não,Não,Não
108017,São Paulo,1500,Sim,Não,Não,Não
108019,São Paulo,4600,Sim,Não,Não,Não
108020,São Paulo,3650,Sim,Não,Não,Não
108023,São Paulo,4750,Sim,Não,Não,Não
108024,São Paulo,1050,Sim,Não,Não,Não
108025,São Paulo,1250,Sim,Não,Não,Não
108026,São Paulo,3450,Sim,Não,Sim,Sim
108028,São Paulo,1330,Sim,Não,Não,Não
108029,São Paulo,500,Sim,Não,Não,Não
108030,São Paulo,1650,Sim,Não,Não,Não
108033,São Paulo,4500,Sim,Não,Não,Não
108037,São Paulo,6666,Sim,Não,Não,Não
108040,São Paulo,6000,Sim,Não,Não,Não
108041,São Paulo,1727,Sim,Não,Não,Não
108042,São Paulo,3333,Sim,Não,Não,Não
108047,São Paulo,2033,Sim,Não,Não,Não
108048,São Paulo,2500,Sim,Não,Não,Não
108049,São Paulo,1600,Sim,Sim,Não,Não
108054,São Paulo,1666,Sim,Não,Não,Não
108060,São Paulo,10000,Sim,Não,Não,Não
108061,São Paulo,4500,Sim,Não,Sim,Sim
108064,São Paulo,15000,Sim,Não,Não,Não
108067,São Paulo,1250,Sim,Não,Não,Não
108069,São Paulo,3500,Sim,Não,Não,Não
108072,São Paulo,866,Sim,Não,Sim,Não
108073,São Paulo,925,Sim,Não,Sim,Sim
108074,São Paulo,900,Sim,Sim,Sim,Sim
108077,São Paulo,1000,Sim,Não,Não,Não
108078,São Paulo,797,Sim,Não,Não,Não
108080,São Paulo,2166,Sim,Não,Não,Não
108081,São Paulo,1675,Sim,Não,Não,Não
108082,São Paulo,1250,Sim,Não,Não,Não
108084,São Paulo,3166,Sim,Não,Não,Não
108085,São Paulo,7000,Sim,Não,Não,Não
108087,São Paulo,7000,Sim,Não,Não,Não
108089,São Paulo,2500,Sim,Não,Não,Não
108092,São Paulo,5250,Sim,Não,Não,Não
108094,São Paulo,2266,Sim,Não,Não,Não
108095,São Paulo,1666,Sim,Não,Não,Não
108096,São Paulo,10000,Sim,Não,Não,Não
108098,São Paulo,3450,Sim,Não,Não,Não
108101,São Paulo,1150,Sim,Sim,Não,Não
108102,São Paulo,2400,Sim,Não,Não,Não
108104,São Paulo,1125,Sim,Não,Não,Não
108106,São Paulo,441,Sim,Não,Não,Não
108110,São Paulo,1833,Sim,Não,Não,Sim
108113,São Paulo,1260,Sim,Não,Não,Não
108114,São Paulo,1166,Sim,Não,Não,Não
108115,São Paulo,1125,Sim,Não,Não,Não
108116,São Paulo,1000,Sim,Sim,Não,Não
108119,São Paulo,300,Sim,Não,Não,Não
108120,São Paulo,800,Sim,Não,Não,Não
108121,São Paulo,600,Sim,Não,Não,Não
108123,São Paulo,850,Sim,Não,Sim,Sim
108125,São Paulo,37,Sim,Não,Não,Não
108128,São Paulo,1500,Sim,Sim,Não,Não
108129,São Paulo,795,Sim,Não,Não,Não
108130,São Paulo,1180,Sim,Sim,Não,Não
108131,São Paulo,0,Sim,Não,Sim,Sim
108132,São Paulo,1242,Sim,Não,Sim,Sim
108134,São Paulo,766,Sim,Não,Não,Não
108135,São Paulo,0,Sim,Sim,Não,Não
108137,São Paulo,1494,Sim,Não,Não,Não
108138,São Paulo,2000,Sim,Não,Não,Não
108139,São Paulo,833,Sim,Não,Não,Não
108140,São Paulo,2600,Sim,Não,Sim,Não
108141,São Paulo,4500,Sim,Não,Não,Não
108142,São Paulo,2494,Sim,Não,Sim,Não
108143,São Paulo,2000,Sim,Não,Sim,Não
108144,São Paulo,4100,Sim,Não,Não,Não
108145,São Paulo,1750,Sim,Não,Sim,Sim
108146,São Paulo,3325,Sim,Não,Não,Não
108148,São Paulo,2450,Sim,Não,Não,Não
108150,São Paulo,2050,Sim,Não,Não,Não
108152,São Paulo,1250,Sim,Não,Não,Não
108153,São Paulo,2000,Sim,Não,Não,Não
108154,São Paulo,3750,Sim,Não,Não,Não
108155,São Paulo,0,Sim,Não,Não,Não
108156,São Paulo,1860,Sim,Não,Não,Não
108158,São Paulo,1597,Sim,Não,Sim,Não
108159,São Paulo,3250,Sim,Não,Sim,Sim
108166,São Paulo,1950,Sim,Não,Não,Não
108167,São Paulo,4000,Sim,Não,Não,Não
108169,São Paulo,3672,Sim,Não,Não,Não
108172,São Paulo,1700,Sim,Não,Não,Não
108173,São Paulo,660,Sim,Sim,Sim,Não
108176,São Paulo,2533,Sim,Não,Não,Não
108178,São Paulo,1160,Sim,Não,Não,Não
108179,São Paulo,2260,Sim,Não,Não,Sim
108180,São Paulo,16250,Sim,Não,Não,Não
108182,São Paulo,11000,Sim,Não,Não,Não
108183,São Paulo,5000,Sim,Não,Não,Não
108185,São Paulo,2900,Sim,Não,Não,Não
108187,São Paulo,1533,Sim,Não,Não,Não
108188,São Paulo,5833,Sim,Não,Não,Não
108191,São Paulo,21500,Sim,Não,Não,Não
108193,São Paulo,8750,Sim,Não,Não,Não
108195,São Paulo,14000,Sim,Sim,Não,Não
108198,São Paulo,500,Sim,Sim,Não,Não
108199,São Paulo,500,Sim,Não,Não,Não
108201,São Paulo,684,Sim,Sim,Não,Não
108202,São Paulo,666,Sim,Sim,Não,Não
108203,São Paulo,1525,Sim,Sim,Não,Não
108204,São Paulo,150,Sim,Sim,Não,Não
108206,São Paulo,1022,Sim,Não,Não,Não
108210,São Paulo,5000,Sim,Não,Não,Não
108211,São Paulo,472,Sim,Não,Não,Não
108212,São Paulo,466,Sim,Sim,Não,Não
108214,São Paulo,300,Sim,Não,Não,Não
108216,São Paulo,1000,Sim,Não,Não,Não
108218,São Paulo,1142,Sim,Sim,Não,Não
108219,São Paulo,847,Sim,Não,Não,Não
108220,São Paulo,643,Sim,Não,Não,Não
108221,São Paulo,1266,Sim,Não,Não,Não
108225,São Paulo,593,Sim,Não,Não,Sim
108226,São Paulo,957,Sim,Não,Não,Não
108227,São Paulo,2133,Sim,Sim,Não,Não
108229,São Paulo,2775,Sim,Não,Não,Não
108230,São Paulo,623,Sim,Sim,Não,Não
108231,São Paulo,850,Sim,Não,Não,Não
108233,São Paulo,823,Sim,Não,Não,Não
108234,São Paulo,333,Sim,Sim,Não,Sim
108235,São Paulo,1277,Sim,Não,Não,Não
108236,São Paulo,470,Sim,Sim,Não,Não
108237,São Paulo,350,Sim,Não,Não,Não
108238,São Paulo,1438,Sim,Sim,Não,Não
108239,São Paulo,984,Sim,Sim,Não,Não
108240,São Paulo,910,Sim,Sim,Não,Não
108241,São Paulo,517,Sim,Sim,Não,Não
108242,São Paulo,109,Sim,Não,Não,Não
108244,São Paulo,240,Sim,Não,Não,Sim
108245,São Paulo,1366,Sim,Não,Não,Sim
108246,São Paulo,1266,Sim,Não,Não,Não
108247,São Paulo,2029,Sim,Não,Não,Sim
108248,São Paulo,2666,Sim,Não,Não,Sim
108249,São Paulo,500,Sim,Não,Não,Sim
