,UF,V02322,V0210,V4105,V0232
104416,35,2.0,4.0,1,2.0
104420,35,2.0,4.0,1,2.0
104421,35,2.0,4.0,1,2.0
104427,35,2.0,4.0,1,2.0
104430,35,2.0,2.0,1,2.0
104437,35,4.0,2.0,1,4.0
104439,35,2.0,2.0,1,2.0
104442,35,2.0,2.0,1,2.0
104443,35,2.0,2.0,1,2.0
104448,35,2.0,2.0,1,2.0
104452,35,2.0,2.0,1,2.0
104454,35,2.0,2.0,1,2.0
104465,35,2.0,2.0,1,2.0
104467,35,2.0,2.0,1,2.0
104470,35,2.0,2.0,1,2.0
104472,35,2.0,2.0,1,2.0
104482,35,2.0,2.0,1,2.0
104484,35,2.0,2.0,1,2.0
104486,35,2.0,4.0,1,2.0
104492,35,2.0,2.0,1,2.0
104493,35,2.0,2.0,1,2.0
104498,35,2.0,2.0,1,2.0
104499,35,2.0,2.0,1,2.0
104504,35,2.0,2.0,1,2.0
104507,35,2.0,2.0,1,2.0
104508,35,2.0,2.0,1,2.0
104511,35,2.0,2.0,1,2.0
104512,35,4.0,2.0,1,4.0
104515,35,2.0,2.0,1,2.0
104517,35,2.0,2.0,1,2.0
104519,35,2.0,2.0,1,2.0
104520,35,2.0,2.0,1,2.0
104521,35,2.0,2.0,1,2.0
104524,35,2.0,2.0,1,2.0
104527,35,2.0,2.0,1,2.0
104529,35,2.0,2.0,1,2.0
104530,35,2.0,2.0,1,2.0
104531,35,2.0,2.0,1,2.0
104532,35,2.0,2.0,1,2.0
104534,35,2.0,2.0,1,2.0
104539,35,2.0,2.0,1,2.0
104541,35,2.0,2.0,1,2.0
104543,35,2.0,2.0,1,2.0
104547,35,2.0,2.0,1,2.0
104548,35,2.0,2.0,1,2.0
104554,35,2.0,2.0,1,2.0
104560,35,2.0,4.0,1,2.0
104562,35,2.0,2.0,1,2.0
104563,35,2.0,4.0,1,2.0
104564,35,2.0,4.0,1,2.0
104565,35,2.0,4.0,1,2.0
104566,35,2.0,4.0,1,2.0
104571,35,2.0,2.0,1,2.0
104574,35,2.0,2.0,1,2.0
104576,35,2.0,2.0,1,2.0
104577,35,2.0,2.0,1,2.0
104578,35,2.0,2.0,1,2.0
104581,35,2.0,2.0,1,2.0
104582,35,2.0,2.0,1,2.0
104588,35,2.0,2.0,1,2.0
104600,35,2.0,2.0,1,2.0
104601,35,2.0,2.0,1,2.0
104608,35,2.0,2.0,1,2.0
104609,35,2.0,2.0,1,2.0
104615,35,2.0,2.0,1,2.0
104617,35,2.0,2.0,1,2.0
104621,35,2.0,2.0,1,2.0
104623,35,2.0,2.0,1,2.0
104626,35,2.0,2.0,1,2.0
104629,35,2.0,2.0,1,2.0
104631,35,2.0,2.0,1,2.0
104633,35,2.0,2.0,1,2.0
104634,35,2.0,2.0,1,2.0
104639,35,2.0,2.0,1,2.0
104640,35,2.0,2.0,1,2.0
104644,35,2.0,2.0,1,2.0
104646,35,2.0,4.0,1,2.0
104649,35,4.0,2.0,1,4.0
104653,35,2.0,2.0,1,2.0
104654,35,2.0,2.0,1,2.0
104655,35,2.0,2.0,1,2.0
104656,35,2.0,2.0,1,2.0
104657,35,2.0,2.0,1,2.0
104660,35,2.0,2.0,1,2.0
104661,35,2.0,2.0,1,2.0
104662,35,2.0,2.0,1,2.0
104664,35,2.0,2.0,1,2.0
104665,35,2.0,2.0,1,2.0
104667,35,2.0,2.0,1,2.0
104668,35,2.0,2.0,1,2.0
104669,35,2.0,2.0,1,2.0
104672,35,2.0,2.0,1,2.0
104673,35,2.0,2.0,1,2.0
104674,35,2.0,2.0,1,2.0
104677,35,2.0,2.0,1,2.0
104679,35,2.0,2.0,1,2.0
104680,35,2.0,2.0,1,2.0
104681,35,2.0,2.0,1,2.0
104682,35,2.0,2.0,1,2.0
104683,35,2.0,2.0,1,2.0
104684,35,2.0,2.0,1,2.0
104688,35,2.0,2.0,1,2.0
104689,35,2.0,4.0,1,2.0
104690,35,2.0,2.0,1,4.0
104692,35,2.0,4.0,1,2.0
104693,35,2.0,2.0,1,2.0
104696,35,2.0,2.0,1,2.0
104698,35,2.0,2.0,1,2.0
104702,35,2.0,2.0,1,2.0
104704,35,2.0,2.0,1,2.0
104707,35,2.0,2.0,1,2.0
104712,35,4.0,2.0,1,4.0
104714,35,4.0,2.0,1,4.0
104715,35,4.0,2.0,1,4.0
104719,35,2.0,2.0,1,2.0
104721,35,2.0,2.0,1,2.0
104728,35,2.0,2.0,1,2.0
104729,35,2.0,2.0,1,2.0
104737,35,2.0,4.0,1,4.0
104740,35,2.0,4.0,1,2.0
104741,35,2.0,2.0,1,4.0
104742,35,2.0,4.0,1,2.0
104746,35,2.0,2.0,1,2.0
104748,35,2.0,2.0,1,2.0
104750,35,2.0,2.0,1,2.0
104752,35,2.0,2.0,1,2.0
104753,35,2.0,2.0,1,2.0
104754,35,2.0,2.0,1,2.0
104755,35,2.0,2.0,1,2.0
104756,35,2.0,2.0,1,2.0
104761,35,2.0,2.0,1,2.0
104762,35,2.0,2.0,1,2.0
104765,35,2.0,2.0,1,2.0
104767,35,2.0,2.0,1,2.0
104768,35,2.0,2.0,1,2.0
104771,35,4.0,4.0,1,4.0
104775,35,2.0,2.0,1,2.0
104780,35,2.0,2.0,1,2.0
104781,35,2.0,4.0,1,2.0
104782,35,2.0,4.0,1,2.0
104784,35,2.0,2.0,1,2.0
104785,35,2.0,2.0,1,2.0
104786,35,2.0,4.0,1,2.0
104788,35,2.0,2.0,1,2.0
104789,35,2.0,4.0,1,2.0
104792,35,2.0,2.0,1,2.0
104793,35,2.0,2.0,1,2.0
104794,35,2.0,2.0,1,2.0
104796,35,2.0,2.0,1,2.0
104797,35,2.0,2.0,1,2.0
104798,35,2.0,2.0,1,2.0
104800,35,2.0,2.0,1,2.0
104801,35,4.0,2.0,1,4.0
104802,35,2.0,2.0,1,2.0
104804,35,2.0,2.0,1,2.0
104809,35,2.0,2.0,1,2.0
104810,35,2.0,2.0,1,2.0
104811,35,2.0,2.0,1,2.0
104812,35,2.0,2.0,1,2.0
104816,35,2.0,2.0,1,2.0
104817,35,2.0,2.0,1,2.0
104828,35,2.0,2.0,1,2.0
104829,35,4.0,2.0,1,4.0
104831,35,2.0,2.0,1,2.0
104835,35,2.0,2.0,1,2.0
104837,35,2.0,2.0,1,2.0
104841,35,2.0,2.0,1,2.0
104842,35,2.0,2.0,1,2.0
104843,35,2.0,2.0,1,2.0
104844,35,2.0,2.0,1,2.0
104847,35,2.0,2.0,1,2.0
104850,35,2.0,2.0,1,2.0
104857,35,2.0,2.0,1,2.0
104859,35,2.0,4.0,1,2.0
104865,35,2.0,2.0,1,2.0
104866,35,4.0,2.0,1,4.0
104872,35,2.0,2.0,1,2.0
104873,35,2.0,2.0,1,2.0
104874,35,2.0,4.0,1,2.0
104875,35,2.0,2.0,1,2.0
104877,35,2.0,4.0,1,2.0
104880,35,2.0,2.0,1,2.0
104888,35,2.0,2.0,1,2.0
104889,35,4.0,4.0,1,4.0
104892,35,2.0,2.0,1,2.0
104894,35,2.0,4.0,1,2.0
104897,35,2.0,4.0,1,2.0
104901,35,2.0,4.0,1,2.0
104906,35,2.0,2.0,1,2.0
104907,35,2.0,4.0,1,2.0
104910,35,2.0,2.0,1,2.0
104915,35,2.0,4.0,1,2.0
104916,35,2.0,4.0,1,2.0
104917,35,2.0,2.0,1,2.0
104919,35,2.0,2.0,1,2.0
104921,35,2.0,4.0,1,2.0
104924,35,2.0,2.0,1,2.0
104925,35,2.0,4.0,1,2.0
104926,35,2.0,4.0,1,2.0
104927,35,2.0,4.0,1,2.0
104928,35,2.0,4.0,1,2.0
104929,35,2.0,2.0,1,2.0
104930,35,2.0,2.0,1,2.0
104931,35,2.0,4.0,1,2.0
104936,35,2.0,2.0,1,2.0
104939,35,2.0,2.0,1,2.0
104940,35,2.0,2.0,1,2.0
104941,35,2.0,2.0,1,2.0
104947,35,2.0,2.0,1,2.0
104949,35,2.0,2.0,1,2.0
104951,35,2.0,2.0,1,2.0
104963,35,2.0,2.0,1,2.0
104967,35,2.0,2.0,1,2.0
104973,35,2.0,2.0,1,2.0
104976,35,2.0,2.0,1,2.0
104977,35,2.0,2.0,1,2.0
104979,35,4.0,2.0,1,4.0
104982,35,2.0,2.0,1,2.0
104983,35,2.0,2.0,1,2.0
104989,35,2.0,2.0,1,2.0
104990,35,2.0,2.0,1,2.0
104991,35,2.0,2.0,1,4.0
104992,35,2.0,2.0,1,2.0
104993,35,2.0,2.0,1,2.0
104998,35,2.0,2.0,1,2.0
105001,35,2.0,2.0,1,2.0
105005,35,2.0,2.0,1,2.0
105006,35,2.0,2.0,1,2.0
105011,35,2.0,2.0,1,2.0
105014,35,2.0,2.0,1,2.0
105021,35,2.0,2.0,1,2.0
105024,35,2.0,2.0,1,2.0
105025,35,2.0,2.0,1,2.0
105028,35,2.0,2.0,1,2.0
105030,35,2.0,2.0,1,2.0
105036,35,2.0,2.0,1,2.0
105038,35,2.0,2.0,1,2.0
105040,35,2.0,2.0,1,2.0
105045,35,2.0,2.0,1,2.0
105046,35,2.0,2.0,1,2.0
105048,35,2.0,2.0,1,2.0
105050,35,2.0,2.0,1,2.0
105055,35,2.0,2.0,1,2.0
105056,35,2.0,2.0,1,2.0
105058,35,2.0,2.0,1,2.0
105063,35,2.0,2.0,1,2.0
105064,35,2.0,2.0,1,2.0
105065,35,2.0,2.0,1,2.0
105067,35,2.0,2.0,1,2.0
105071,35,2.0,2.0,1,2.0
105073,35,2.0,2.0,1,2.0
105075,35,2.0,2.0,1,2.0
105077,35,2.0,2.0,1,2.0
105078,35,2.0,2.0,1,2.0
105081,35,2.0,2.0,1,2.0
105082,35,4.0,2.0,1,4.0
105085,35,2.0,2.0,1,2.0
105086,35,2.0,2.0,1,2.0
105088,35,2.0,2.0,1,2.0
105089,35,2.0,2.0,1,2.0
105092,35,2.0,2.0,1,2.0
105095,35,2.0,2.0,1,2.0
105100,35,2.0,2.0,1,2.0
105101,35,2.0,2.0,1,2.0
105104,35,2.0,2.0,1,2.0
105105,35,2.0,2.0,1,2.0
105107,35,2.0,2.0,1,2.0
105108,35,2.0,2.0,1,2.0
105109,35,2.0,2.0,1,2.0
105110,35,2.0,2.0,1,2.0
105114,35,2.0,2.0,1,2.0
105115,35,2.0,2.0,1,2.0
105117,35,4.0,2.0,1,4.0
105119,35,2.0,2.0,1,2.0
105120,35,2.0,2.0,1,2.0
105121,35,2.0,2.0,1,2.0
105130,35,2.0,2.0,1,2.0
105136,35,2.0,2.0,1,2.0
105138,35,2.0,2.0,1,2.0
105139,35,2.0,2.0,1,2.0
105140,35,2.0,2.0,1,2.0
105141,35,2.0,2.0,1,2.0
105142,35,2.0,2.0,1,2.0
105146,35,2.0,2.0,1,2.0
105147,35,2.0,2.0,1,2.0
105148,35,2.0,2.0,1,2.0
105153,35,2.0,2.0,1,2.0
105162,35,2.0,2.0,1,2.0
105168,35,2.0,2.0,1,2.0
105169,35,2.0,2.0,1,2.0
105170,35,2.0,2.0,1,2.0
105171,35,2.0,2.0,1,2.0
105175,35,2.0,2.0,1,2.0
105176,35,2.0,2.0,1,2.0
105177,35,2.0,2.0,1,2.0
105178,35,2.0,2.0,1,2.0
105183,35,2.0,2.0,1,2.0
105185,35,2.0,2.0,1,2.0
105186,35,2.0,2.0,1,2.0
105187,35,2.0,2.0,1,2.0
105190,35,2.0,2.0,1,4.0
105192,35,2.0,4.0,1,2.0
105198,35,2.0,4.0,1,2.0
105205,35,2.0,2.0,1,2.0
105208,35,2.0,2.0,1,2.0
105209,35,2.0,2.0,1,2.0
105214,35,2.0,2.0,1,2.0
105216,35,2.0,2.0,1,2.0
105217,35,2.0,2.0,1,2.0
105225,35,2.0,2.0,1,2.0
105227,35,2.0,2.0,1,2.0
105229,35,2.0,2.0,1,2.0
105230,35,2.0,2.0,1,2.0
105233,35,2.0,2.0,1,2.0
105235,35,2.0,4.0,1,2.0
105237,35,2.0,2.0,1,2.0
105239,35,2.0,4.0,1,2.0
105244,35,2.0,2.0,1,2.0
105248,35,2.0,2.0,1,2.0
105250,35,2.0,2.0,1,2.0
105252,35,2.0,2.0,1,2.0
105254,35,2.0,2.0,1,2.0
105255,35,2.0,2.0,1,2.0
105257,35,4.0,2.0,1,4.0
105258,35,2.0,2.0,1,2.0
105260,35,2.0,2.0,1,2.0
105262,35,2.0,2.0,1,2.0
105264,35,2.0,2.0,1,2.0
105265,35,2.0,2.0,1,2.0
105266,35,2.0,2.0,1,2.0
105274,35,2.0,2.0,1,2.0
105278,35,2.0,4.0,1,2.0
105279,35,2.0,2.0,1,2.0
105282,35,2.0,2.0,1,2.0
105283,35,2.0,2.0,1,2.0
105290,35,2.0,2.0,1,2.0
105292,35,2.0,2.0,1,2.0
105295,35,2.0,2.0,1,2.0
105297,35,2.0,2.0,1,2.0
105299,35,2.0,2.0,1,2.0
105300,35,2.0,2.0,1,2.0
105301,35,2.0,2.0,1,2.0
105302,35,2.0,2.0,1,4.0
105304,35,2.0,2.0,1,2.0
105306,35,2.0,2.0,1,2.0
105308,35,2.0,2.0,1,2.0
105309,35,2.0,2.0,1,2.0
105310,35,2.0,2.0,1,2.0
105313,35,2.0,2.0,1,2.0
105314,35,2.0,2.0,1,2.0
105318,35,2.0,2.0,1,2.0
105324,35,2.0,2.0,1,2.0
105329,35,2.0,2.0,1,2.0
105330,35,2.0,2.0,1,2.0
105332,35,4.0,2.0,1,4.0
105333,35,2.0,2.0,1,2.0
105334,35,2.0,2.0,1,2.0
105335,35,2.0,2.0,1,2.0
105337,35,2.0,2.0,1,2.0
105338,35,2.0,2.0,1,2.0
105339,35,2.0,2.0,1,2.0
105342,35,2.0,2.0,1,2.0
105344,35,2.0,2.0,1,2.0
105345,35,2.0,2.0,1,2.0
105346,35,2.0,2.0,1,2.0
105347,35,2.0,2.0,1,4.0
105350,35,2.0,2.0,1,4.0
105352,35,2.0,2.0,1,2.0
105353,35,2.0,2.0,1,2.0
105355,35,2.0,2.0,1,2.0
105357,35,2.0,2.0,1,2.0
105359,35,4.0,2.0,1,4.0
105361,35,2.0,2.0,1,2.0
105364,35,2.0,2.0,1,2.0
105367,35,2.0,2.0,1,2.0
105369,35,2.0,2.0,1,4.0
105370,35,2.0,2.0,1,2.0
105371,35,2.0,2.0,1,4.0
105376,35,2.0,2.0,1,2.0
105380,35,2.0,4.0,1,2.0
105381,35,2.0,4.0,1,2.0
105383,35,2.0,4.0,1,2.0
105384,35,2.0,4.0,1,2.0
105386,35,2.0,4.0,1,2.0
105387,35,2.0,4.0,1,2.0
105390,35,2.0,2.0,1,2.0
105391,35,2.0,2.0,1,2.0
105394,35,2.0,2.0,1,2.0
105396,35,2.0,4.0,1,2.0
105398,35,2.0,4.0,1,2.0
105399,35,2.0,4.0,1,2.0
105400,35,2.0,4.0,1,2.0
105403,35,2.0,2.0,1,2.0
105404,35,2.0,4.0,1,2.0
105409,35,2.0,4.0,1,2.0
105418,35,2.0,4.0,1,2.0
105428,35,2.0,2.0,1,2.0
105429,35,2.0,2.0,1,2.0
105430,35,2.0,2.0,1,2.0
105435,35,2.0,2.0,1,2.0
105439,35,2.0,2.0,1,2.0
105440,35,2.0,2.0,1,2.0
105442,35,2.0,2.0,1,2.0
105447,35,2.0,2.0,1,2.0
105454,35,2.0,2.0,1,2.0
105457,35,2.0,2.0,1,2.0
105458,35,2.0,2.0,1,2.0
105460,35,2.0,2.0,1,2.0
105461,35,2.0,2.0,1,2.0
105468,35,2.0,2.0,1,2.0
105473,35,2.0,2.0,1,2.0
105474,35,2.0,2.0,1,2.0
105475,35,2.0,2.0,1,2.0
105482,35,2.0,2.0,1,2.0
105483,35,2.0,4.0,1,2.0
105488,35,2.0,2.0,1,2.0
105489,35,2.0,2.0,1,2.0
105490,35,2.0,2.0,1,2.0
105491,35,2.0,2.0,1,2.0
105493,35,2.0,2.0,1,2.0
105495,35,4.0,2.0,1,4.0
105505,35,2.0,2.0,1,2.0
105508,35,2.0,2.0,1,2.0
105510,35,2.0,2.0,1,2.0
105512,35,2.0,2.0,1,2.0
105513,35,2.0,2.0,1,2.0
105515,35,2.0,2.0,1,2.0
105516,35,2.0,2.0,1,2.0
105517,35,2.0,2.0,1,2.0
105518,35,2.0,2.0,1,2.0
105521,35,2.0,2.0,1,2.0
105522,35,2.0,2.0,1,2.0
105523,35,2.0,2.0,1,2.0
105525,35,2.0,2.0,1,2.0
105526,35,2.0,2.0,1,2.0
105531,35,2.0,2.0,1,2.0
105533,35,2.0,2.0,1,2.0
105534,35,2.0,2.0,1,2.0
105537,35,2.0,2.0,1,2.0
105540,35,2.0,2.0,1,2.0
105543,35,2.0,2.0,1,2.0
105546,35,2.0,2.0,1,2.0
105548,35,2.0,2.0,1,2.0
105550,35,2.0,2.0,1,2.0
105554,35,2.0,2.0,1,2.0
105556,35,2.0,2.0,1,2.0
105557,35,2.0,2.0,1,2.0
105561,35,2.0,2.0,1,2.0
105562,35,2.0,2.0,1,2.0
105564,35,2.0,2.0,1,2.0
105566,35,2.0,2.0,1,2.0
105567,35,2.0,2.0,1,2.0
105570,35,2.0,2.0,1,2.0
105572,35,2.0,2.0,1,2.0
105573,35,2.0,2.0,1,2.0
105574,35,2.0,2.0,1,2.0
105577,35,2.0,2.0,1,2.0
105578,35,2.0,2.0,1,2.0
105580,35,2.0,2.0,1,2.0
105584,35,2.0,2.0,1,2.0
105585,35,2.0,2.0,1,2.0
105586,35,2.0,2.0,1,2.0
105587,35,2.0,2.0,1,2.0
105589,35,2.0,2.0,1,2.0
105590,35,2.0,2.0,1,2.0
105592,35,2.0,2.0,1,2.0
105593,35,2.0,2.0,1,2.0
105595,35,2.0,2.0,1,2.0
105596,35,2.0,2.0,1,2.0
105597,35,2.0,2.0,1,2.0
105605,35,2.0,2.0,1,2.0
105606,35,2.0,2.0,1,2.0
105607,35,2.0,2.0,1,2.0
105608,35,2.0,2.0,1,2.0
105609,35,2.0,2.0,1,2.0
105613,35,2.0,2.0,1,2.0
105615,35,2.0,2.0,1,2.0
105616,35,2.0,2.0,1,2.0
105617,35,4.0,2.0,1,4.0
105625,35,2.0,2.0,1,2.0
105626,35,2.0,2.0,1,2.0
105629,35,2.0,2.0,1,2.0
105635,35,2.0,2.0,1,2.0
105636,35,2.0,4.0,1,2.0
105640,35,2.0,4.0,1,4.0
105641,35,2.0,2.0,1,2.0
105646,35,2.0,4.0,1,2.0
105648,35,2.0,4.0,1,2.0
105650,35,2.0,2.0,1,2.0
105655,35,2.0,2.0,1,2.0
105657,35,2.0,2.0,1,2.0
105659,35,2.0,2.0,1,2.0
105663,35,2.0,2.0,1,2.0
105666,35,2.0,2.0,1,2.0
105669,35,2.0,2.0,1,2.0
105670,35,2.0,2.0,1,2.0
105674,35,2.0,2.0,1,2.0
105681,35,2.0,2.0,1,2.0
105685,35,2.0,2.0,1,2.0
105687,35,2.0,2.0,1,2.0
105691,35,2.0,2.0,1,2.0
105694,35,2.0,2.0,1,2.0
105695,35,2.0,2.0,1,2.0
105697,35,2.0,2.0,1,2.0
105698,35,2.0,2.0,1,2.0
105702,35,2.0,2.0,1,2.0
105703,35,2.0,2.0,1,2.0
105704,35,2.0,2.0,1,2.0
105705,35,2.0,2.0,1,2.0
105707,35,2.0,2.0,1,2.0
105708,35,2.0,2.0,1,2.0
105709,35,2.0,2.0,1,2.0
105711,35,2.0,2.0,1,2.0
105712,35,2.0,2.0,1,2.0
105714,35,2.0,2.0,1,2.0
105715,35,2.0,4.0,1,2.0
105718,35,2.0,4.0,1,2.0
105719,35,2.0,2.0,1,2.0
105720,35,2.0,2.0,1,2.0
105722,35,4.0,2.0,1,4.0
105725,35,2.0,2.0,1,2.0
105726,35,2.0,2.0,1,2.0
105728,35,2.0,2.0,1,2.0
105730,35,2.0,2.0,1,2.0
105731,35,2.0,2.0,1,2.0
105732,35,2.0,2.0,1,4.0
105733,35,2.0,2.0,1,2.0
105735,35,2.0,2.0,1,2.0
105736,35,2.0,2.0,1,4.0
105737,35,2.0,2.0,1,2.0
105738,35,2.0,2.0,1,2.0
105739,35,2.0,2.0,1,2.0
105740,35,2.0,2.0,1,2.0
105742,35,2.0,2.0,1,2.0
105745,35,2.0,2.0,1,2.0
105746,35,2.0,2.0,1,2.0
105750,35,2.0,2.0,1,2.0
105751,35,2.0,2.0,1,2.0
105753,35,2.0,2.0,1,2.0
105754,35,2.0,2.0,1,2.0
105755,35,2.0,2.0,1,2.0
105756,35,2.0,2.0,1,2.0
105758,35,2.0,2.0,1,2.0
105759,35,2.0,2.0,1,2.0
105764,35,2.0,2.0,1,2.0
105767,35,2.0,2.0,1,2.0
105769,35,2.0,2.0,1,2.0
105771,35,2.0,2.0,1,2.0
105772,35,2.0,2.0,1,2.0
105776,35,2.0,2.0,1,2.0
105778,35,2.0,2.0,1,2.0
105779,35,2.0,2.0,1,2.0
105783,35,2.0,2.0,1,2.0
105784,35,2.0,2.0,1,2.0
105785,35,2.0,2.0,1,2.0
105786,35,2.0,2.0,1,2.0
105787,35,2.0,2.0,1,2.0
105791,35,2.0,2.0,1,2.0
105794,35,2.0,2.0,1,2.0
105806,35,2.0,2.0,1,2.0
105807,35,2.0,2.0,1,2.0
105808,35,2.0,2.0,1,2.0
105809,35,2.0,2.0,1,2.0
105811,35,2.0,2.0,1,2.0
105812,35,2.0,2.0,1,2.0
105814,35,2.0,2.0,1,2.0
105816,35,2.0,2.0,1,2.0
105823,35,2.0,2.0,1,2.0
105824,35,2.0,2.0,1,2.0
105828,35,2.0,2.0,1,2.0
105829,35,4.0,2.0,1,4.0
105830,35,2.0,2.0,1,2.0
105831,35,2.0,4.0,1,2.0
105840,35,2.0,4.0,1,2.0
105841,35,2.0,2.0,1,2.0
105855,35,2.0,2.0,1,2.0
105859,35,2.0,2.0,1,2.0
105860,35,2.0,2.0,1,2.0
105863,35,2.0,2.0,1,2.0
105866,35,2.0,2.0,1,2.0
105869,35,2.0,2.0,1,2.0
105871,35,2.0,2.0,1,2.0
105874,35,2.0,2.0,1,2.0
105876,35,2.0,2.0,1,2.0
105884,35,2.0,2.0,1,2.0
105887,35,2.0,2.0,1,2.0
105888,35,2.0,2.0,1,2.0
105889,35,2.0,2.0,1,2.0
105890,35,2.0,2.0,1,2.0
105891,35,2.0,2.0,1,2.0
105892,35,2.0,2.0,1,2.0
105893,35,2.0,2.0,1,2.0
105894,35,2.0,2.0,1,2.0
105895,35,2.0,2.0,1,2.0
105896,35,2.0,2.0,1,2.0
105898,35,2.0,2.0,1,2.0
105899,35,2.0,2.0,1,2.0
105901,35,2.0,2.0,1,2.0
105905,35,2.0,2.0,1,2.0
105907,35,4.0,2.0,1,4.0
105908,35,2.0,2.0,1,2.0
105910,35,2.0,2.0,1,2.0
105914,35,2.0,2.0,1,2.0
105917,35,2.0,2.0,1,2.0
105919,35,2.0,2.0,1,2.0
105927,35,2.0,2.0,1,2.0
105930,35,2.0,2.0,1,2.0
105931,35,2.0,2.0,1,2.0
105937,35,2.0,2.0,1,2.0
105953,35,2.0,2.0,1,2.0
105958,35,2.0,2.0,1,2.0
105965,35,2.0,2.0,1,2.0
105967,35,2.0,2.0,1,2.0
105968,35,2.0,2.0,1,2.0
105969,35,2.0,2.0,1,2.0
105971,35,2.0,2.0,1,2.0
105972,35,2.0,2.0,1,2.0
105973,35,2.0,2.0,1,2.0
105979,35,2.0,2.0,1,4.0
105980,35,4.0,2.0,1,4.0
105981,35,2.0,2.0,1,2.0
105987,35,2.0,2.0,1,2.0
105992,35,2.0,2.0,1,2.0
105994,35,2.0,2.0,1,2.0
105996,35,2.0,2.0,1,2.0
105997,35,2.0,2.0,1,2.0
105998,35,2.0,2.0,1,2.0
106000,35,2.0,2.0,1,2.0
106002,35,2.0,2.0,1,2.0
106009,35,2.0,2.0,1,2.0
106013,35,2.0,2.0,1,2.0
106015,35,2.0,2.0,1,2.0
106017,35,2.0,2.0,1,2.0
106018,35,2.0,2.0,1,2.0
106020,35,2.0,2.0,1,2.0
106021,35,4.0,2.0,1,4.0
106027,35,2.0,2.0,1,2.0
106030,35,2.0,2.0,1,2.0
106036,35,2.0,2.0,1,2.0
106037,35,2.0,2.0,1,2.0
106038,35,2.0,2.0,1,2.0
106039,35,2.0,2.0,1,2.0
106041,35,2.0,2.0,1,2.0
106042,35,2.0,2.0,1,2.0
106044,35,2.0,2.0,1,2.0
106045,35,2.0,2.0,1,2.0
106046,35,2.0,2.0,1,2.0
106048,35,2.0,2.0,1,2.0
106049,35,2.0,2.0,1,2.0
106052,35,2.0,2.0,1,2.0
106053,35,2.0,2.0,1,2.0
106054,35,2.0,2.0,1,2.0
106055,35,2.0,2.0,1,2.0
106056,35,2.0,2.0,1,2.0
106058,35,2.0,4.0,1,2.0
106059,35,2.0,2.0,1,2.0
106061,35,2.0,2.0,1,2.0
106062,35,2.0,2.0,1,2.0
106066,35,4.0,2.0,1,4.0
106068,35,2.0,2.0,1,2.0
106070,35,2.0,2.0,1,2.0
106072,35,2.0,2.0,1,2.0
106078,35,2.0,2.0,1,2.0
106079,35,2.0,2.0,1,2.0
106081,35,2.0,2.0,1,2.0
106082,35,2.0,2.0,1,2.0
106083,35,2.0,2.0,1,2.0
106086,35,2.0,2.0,1,2.0
106092,35,2.0,4.0,1,2.0
106093,35,2.0,2.0,1,2.0
106094,35,4.0,2.0,1,4.0
106096,35,2.0,2.0,1,2.0
106098,35,2.0,2.0,1,2.0
106100,35,2.0,2.0,1,2.0
106104,35,2.0,2.0,1,2.0
106107,35,4.0,2.0,1,4.0
106109,35,2.0,4.0,1,2.0
106111,35,2.0,2.0,1,2.0
106112,35,2.0,4.0,1,2.0
106115,35,2.0,2.0,1,2.0
106120,35,2.0,2.0,1,2.0
106121,35,2.0,2.0,1,2.0
106124,35,2.0,2.0,1,2.0
106127,35,2.0,2.0,1,4.0
106128,35,2.0,2.0,1,2.0
106130,35,2.0,2.0,1,2.0
106131,35,2.0,2.0,1,2.0
106133,35,2.0,2.0,1,2.0
106134,35,2.0,2.0,1,2.0
106136,35,2.0,2.0,1,2.0
106137,35,2.0,2.0,1,2.0
106139,35,2.0,2.0,1,2.0
106140,35,2.0,2.0,1,2.0
106141,35,2.0,2.0,1,2.0
106144,35,2.0,2.0,1,2.0
106150,35,2.0,2.0,1,2.0
106154,35,2.0,2.0,1,2.0
106156,35,2.0,2.0,1,2.0
106158,35,2.0,2.0,1,2.0
106159,35,2.0,2.0,1,4.0
106163,35,2.0,2.0,1,2.0
106164,35,2.0,2.0,1,2.0
106165,35,2.0,2.0,1,2.0
106166,35,2.0,2.0,1,2.0
106167,35,2.0,2.0,1,2.0
106168,35,2.0,2.0,1,2.0
106169,35,2.0,2.0,1,2.0
106172,35,2.0,2.0,1,2.0
106175,35,2.0,2.0,1,2.0
106176,35,2.0,2.0,1,2.0
106178,35,2.0,2.0,1,2.0
106181,35,4.0,2.0,1,4.0
106185,35,2.0,2.0,1,2.0
106187,35,2.0,2.0,1,2.0
106188,35,2.0,2.0,1,2.0
106189,35,2.0,2.0,1,2.0
106190,35,2.0,2.0,1,2.0
106191,35,2.0,2.0,1,2.0
106192,35,2.0,2.0,1,2.0
106195,35,2.0,2.0,1,2.0
106203,35,2.0,2.0,1,2.0
106208,35,2.0,2.0,1,2.0
106213,35,2.0,2.0,1,2.0
106216,35,2.0,2.0,1,2.0
106218,35,4.0,2.0,1,4.0
106223,35,2.0,2.0,1,2.0
106228,35,2.0,2.0,1,2.0
106229,35,2.0,2.0,1,2.0
106234,35,2.0,2.0,1,2.0
106237,35,2.0,2.0,1,2.0
106238,35,2.0,2.0,1,2.0
106239,35,2.0,2.0,1,2.0
106243,35,2.0,2.0,1,2.0
106244,35,2.0,2.0,1,2.0
106245,35,2.0,2.0,1,2.0
