,UF,V02322,V0210,V4105,V0232
22571,21,2.0,2.0,1,2.0
22575,21,2.0,2.0,1,2.0
22576,21,2.0,2.0,1,2.0
22577,21,2.0,2.0,1,2.0
22580,21,2.0,2.0,1,2.0
22582,21,2.0,2.0,1,2.0
22583,21,2.0,2.0,1,2.0
22585,21,4.0,2.0,1,4.0
22588,21,2.0,2.0,1,2.0
22589,21,4.0,2.0,1,4.0
22590,21,2.0,2.0,1,2.0
22594,21,4.0,2.0,1,4.0
22607,21,4.0,2.0,1,4.0
22608,21,2.0,2.0,1,2.0
22610,21,2.0,2.0,1,2.0
22616,21,2.0,2.0,1,2.0
22617,21,2.0,2.0,1,2.0
22623,21,2.0,2.0,1,2.0
22624,21,2.0,2.0,1,2.0
22626,21,4.0,2.0,1,4.0
22629,21,2.0,2.0,1,2.0
22630,21,2.0,2.0,1,2.0
22646,21,2.0,2.0,1,2.0
22652,21,2.0,2.0,1,2.0
22658,21,2.0,2.0,5,2.0
22676,21,2.0,2.0,1,2.0
22678,21,2.0,2.0,1,2.0
22679,21,2.0,2.0,1,2.0
22683,21,2.0,2.0,1,2.0
22693,21,4.0,2.0,1,4.0
22720,21,2.0,2.0,8,2.0
22727,21,2.0,2.0,1,2.0
22754,21,2.0,2.0,1,2.0
22757,21,2.0,2.0,1,2.0
22766,21,2.0,2.0,1,2.0
22768,21,2.0,2.0,1,2.0
22777,21,2.0,2.0,1,4.0
22778,21,2.0,2.0,1,2.0
22826,21,2.0,2.0,1,2.0
22829,21,2.0,2.0,1,2.0
22832,21,2.0,2.0,1,2.0
22838,21,2.0,2.0,1,2.0
22842,21,2.0,2.0,1,2.0
22853,21,2.0,2.0,1,2.0
22854,21,2.0,2.0,1,2.0
22860,21,4.0,2.0,1,4.0
22899,21,4.0,2.0,8,4.0
22914,21,2.0,2.0,1,2.0
22933,21,4.0,2.0,5,4.0
22978,21,2.0,2.0,1,2.0
22990,21,4.0,2.0,1,4.0
22995,21,2.0,2.0,1,2.0
23006,21,2.0,2.0,8,2.0
23016,21,4.0,2.0,8,4.0
23040,21,2.0,2.0,7,2.0
23042,21,2.0,2.0,1,2.0
23043,21,2.0,2.0,1,2.0
23044,21,4.0,2.0,1,4.0
23110,21,2.0,2.0,1,4.0
23119,21,2.0,2.0,1,2.0
23143,21,4.0,2.0,1,4.0
23146,21,2.0,2.0,1,2.0
23149,21,4.0,2.0,1,4.0
23151,21,2.0,2.0,1,2.0
23156,21,2.0,2.0,1,2.0
23179,21,2.0,2.0,1,4.0
23180,21,2.0,2.0,1,2.0
23212,21,2.0,2.0,1,2.0
23214,21,2.0,2.0,1,2.0
23222,21,2.0,2.0,1,2.0
23223,21,2.0,2.0,1,2.0
23226,21,4.0,2.0,1,4.0
23229,21,2.0,2.0,1,2.0
23277,21,4.0,2.0,8,4.0
23310,21,2.0,2.0,1,2.0
23315,21,4.0,2.0,1,4.0
23331,21,4.0,2.0,8,4.0
23351,21,2.0,2.0,5,2.0
23352,21,4.0,2.0,5,4.0
23355,21,4.0,2.0,5,4.0
23367,21,2.0,2.0,1,2.0
23373,21,2.0,2.0,1,2.0
23378,21,2.0,2.0,1,2.0
23379,21,2.0,2.0,1,2.0
23411,21,4.0,2.0,8,4.0
23416,21,4.0,2.0,8,4.0
23419,21,2.0,2.0,5,2.0
23444,21,4.0,2.0,1,4.0
23446,21,2.0,2.0,1,2.0
23465,21,2.0,2.0,1,2.0
23471,21,2.0,2.0,8,2.0
23497,21,4.0,2.0,8,4.0
23514,21,4.0,2.0,1,4.0
23522,21,2.0,2.0,1,2.0
23540,21,4.0,2.0,8,4.0
23544,21,4.0,2.0,8,4.0
23570,21,2.0,2.0,1,2.0
23580,21,2.0,2.0,1,4.0
23581,21,2.0,2.0,1,2.0
23613,21,4.0,4.0,5,4.0
23627,21,4.0,4.0,8,4.0
23648,21,2.0,2.0,1,2.0
23649,21,2.0,2.0,1,2.0
23656,21,2.0,2.0,1,2.0
23664,21,4.0,2.0,4,4.0
23670,21,4.0,2.0,4,4.0
23673,21,2.0,2.0,4,2.0
23674,21,2.0,2.0,4,2.0
23675,21,2.0,2.0,4,2.0
23681,21,2.0,2.0,4,2.0
23686,21,2.0,2.0,4,2.0
23688,21,2.0,2.0,4,2.0
23692,21,2.0,2.0,4,2.0
23699,21,2.0,2.0,4,2.0
23701,21,4.0,2.0,4,4.0
23702,21,2.0,2.0,4,2.0
23703,21,2.0,2.0,4,2.0
23705,21,2.0,2.0,4,2.0
23708,21,2.0,2.0,4,2.0
23712,21,2.0,2.0,4,2.0
23714,21,2.0,2.0,4,2.0
23715,21,2.0,2.0,4,2.0
23721,21,2.0,2.0,4,2.0
23722,21,4.0,2.0,4,4.0
23723,21,2.0,2.0,4,2.0
23735,21,4.0,2.0,1,4.0
23739,21,4.0,4.0,1,4.0
23746,21,2.0,2.0,1,2.0
23748,21,2.0,2.0,1,2.0
23757,21,2.0,2.0,1,2.0
23766,21,2.0,2.0,1,2.0
23767,21,2.0,2.0,1,2.0
23773,21,2.0,2.0,1,2.0
23779,21,2.0,2.0,1,2.0
23781,21,2.0,2.0,1,2.0
23783,21,2.0,2.0,1,2.0
23791,21,2.0,2.0,1,2.0
23797,21,2.0,2.0,1,2.0
23799,21,4.0,2.0,1,4.0
23804,21,2.0,2.0,1,2.0
23809,21,2.0,2.0,1,2.0
23810,21,2.0,2.0,1,2.0
23818,21,2.0,2.0,1,2.0
23821,21,2.0,2.0,1,2.0
23823,21,2.0,2.0,1,2.0
23824,21,2.0,2.0,1,2.0
23825,21,2.0,2.0,1,2.0
23829,21,2.0,2.0,1,2.0
23831,21,2.0,2.0,1,2.0
23833,21,2.0,2.0,1,2.0
23836,21,2.0,2.0,2,2.0
23837,21,2.0,2.0,2,2.0
23838,21,2.0,2.0,2,2.0
23839,21,2.0,2.0,2,2.0
23840,21,2.0,4.0,2,2.0
23842,21,2.0,4.0,2,2.0
23845,21,2.0,2.0,2,2.0
23850,21,2.0,2.0,2,2.0
23853,21,2.0,2.0,1,2.0
23854,21,2.0,2.0,1,2.0
23857,21,2.0,4.0,1,2.0
23858,21,2.0,4.0,1,2.0
23859,21,2.0,2.0,1,2.0
23861,21,2.0,4.0,1,2.0
23863,21,2.0,2.0,1,2.0
23867,21,2.0,2.0,1,2.0
23869,21,2.0,2.0,1,2.0
23870,21,2.0,4.0,1,2.0
23875,21,2.0,2.0,1,2.0
23876,21,2.0,2.0,1,2.0
23877,21,2.0,2.0,1,2.0
23879,21,2.0,2.0,1,2.0
23880,21,2.0,2.0,1,2.0
23882,21,4.0,2.0,1,4.0
23888,21,2.0,2.0,1,2.0
23894,21,2.0,2.0,1,2.0
23896,21,2.0,2.0,1,2.0
23900,21,2.0,2.0,1,4.0
23901,21,4.0,2.0,1,4.0
23902,21,2.0,2.0,1,2.0
23904,21,2.0,2.0,1,2.0
23906,21,4.0,2.0,1,4.0
23911,21,2.0,2.0,1,2.0
23912,21,2.0,2.0,1,2.0
23914,21,2.0,2.0,1,2.0
23917,21,2.0,2.0,1,2.0
23919,21,2.0,2.0,1,2.0
23920,21,2.0,4.0,1,2.0
23921,21,2.0,2.0,1,2.0
23922,21,2.0,2.0,1,2.0
23923,21,2.0,2.0,1,2.0
23924,21,2.0,2.0,1,2.0
23925,21,2.0,2.0,1,2.0
23926,21,2.0,2.0,1,2.0
23927,21,2.0,2.0,1,2.0
23928,21,2.0,2.0,1,2.0
23929,21,2.0,2.0,1,2.0
23930,21,2.0,2.0,1,2.0
23931,21,2.0,2.0,1,2.0
23933,21,2.0,2.0,1,2.0
23934,21,2.0,2.0,1,2.0
23936,21,2.0,2.0,1,2.0
23937,21,2.0,2.0,1,2.0
23938,21,2.0,2.0,1,2.0
23942,21,2.0,2.0,1,2.0
23948,21,2.0,2.0,1,2.0
23950,21,2.0,2.0,1,2.0
23951,21,2.0,2.0,1,2.0
23954,21,2.0,2.0,1,2.0
23960,21,2.0,2.0,1,2.0
23961,21,4.0,2.0,1,4.0
23965,21,2.0,2.0,1,4.0
23972,21,2.0,2.0,1,2.0
23976,21,2.0,4.0,1,2.0
23981,21,2.0,2.0,1,2.0
23983,21,2.0,2.0,1,2.0
23984,21,2.0,2.0,1,2.0
23994,21,2.0,2.0,1,2.0
24001,21,2.0,2.0,1,2.0
24005,21,2.0,2.0,1,2.0
24006,21,2.0,2.0,1,2.0
24008,21,2.0,2.0,1,2.0
24010,21,2.0,2.0,1,2.0
24015,21,2.0,2.0,1,4.0
24023,21,2.0,2.0,1,2.0
24025,21,2.0,2.0,1,2.0
24030,21,2.0,2.0,1,2.0
24034,21,2.0,2.0,1,2.0
24036,21,2.0,2.0,1,2.0
24041,21,2.0,2.0,1,2.0
24043,21,2.0,2.0,1,2.0
24049,21,2.0,2.0,1,4.0
24051,21,2.0,2.0,1,2.0
24056,21,2.0,2.0,1,2.0
24062,21,2.0,2.0,1,2.0
24071,21,2.0,2.0,1,2.0
24072,21,2.0,2.0,1,2.0
24073,21,2.0,2.0,1,2.0
24078,21,2.0,2.0,1,2.0
24080,21,2.0,2.0,1,2.0
24083,21,2.0,2.0,1,2.0
24084,21,2.0,2.0,1,2.0
24088,21,2.0,2.0,1,2.0
24096,21,2.0,2.0,1,2.0
24100,21,2.0,2.0,1,2.0
24113,21,2.0,2.0,1,2.0
24114,21,2.0,2.0,1,2.0
24121,21,2.0,2.0,4,4.0
24134,21,2.0,2.0,4,2.0
24137,21,2.0,2.0,1,2.0
24139,21,2.0,2.0,1,2.0
24140,21,2.0,2.0,1,2.0
24141,21,2.0,2.0,1,2.0
24142,21,2.0,2.0,1,2.0
24146,21,2.0,2.0,1,2.0
24153,21,2.0,2.0,1,4.0
24156,21,2.0,2.0,1,2.0
24166,21,2.0,2.0,1,2.0
24168,21,2.0,2.0,1,2.0
24178,21,2.0,2.0,1,2.0
24183,21,2.0,4.0,1,2.0
24184,21,2.0,4.0,1,2.0
24186,21,2.0,2.0,1,2.0
24190,21,4.0,2.0,1,4.0
24191,21,2.0,2.0,1,2.0
24192,21,2.0,2.0,1,2.0
24194,21,2.0,2.0,1,2.0
24196,21,2.0,2.0,1,2.0
24197,21,4.0,4.0,1,4.0
24198,21,2.0,2.0,1,2.0
24201,21,2.0,2.0,1,4.0
24205,21,2.0,2.0,1,4.0
24208,21,2.0,2.0,1,2.0
24210,21,2.0,2.0,1,2.0
24217,21,2.0,2.0,1,2.0
24221,21,2.0,2.0,1,2.0
24224,21,2.0,2.0,1,2.0
24225,21,2.0,2.0,1,2.0
24227,21,2.0,2.0,1,2.0
24228,21,2.0,2.0,1,2.0
24229,21,2.0,2.0,1,2.0
24230,21,2.0,2.0,1,2.0
24234,21,2.0,2.0,1,2.0
24236,21,2.0,2.0,1,2.0
24238,21,2.0,2.0,1,2.0
24239,21,2.0,2.0,1,2.0
24241,21,2.0,2.0,1,2.0
24243,21,2.0,2.0,1,2.0
24254,21,4.0,2.0,4,4.0
24259,21,2.0,2.0,1,2.0
24262,21,2.0,2.0,1,2.0
24263,21,2.0,2.0,1,2.0
24279,21,2.0,2.0,1,2.0
24281,21,2.0,2.0,1,2.0
24285,21,2.0,2.0,1,2.0
24287,21,4.0,2.0,1,4.0
24292,21,2.0,2.0,1,2.0
24293,21,2.0,2.0,1,2.0
24297,21,2.0,2.0,1,2.0
24298,21,4.0,2.0,1,4.0
24300,21,2.0,2.0,1,2.0
24301,21,2.0,2.0,1,2.0
24305,21,2.0,2.0,1,4.0
24309,21,4.0,2.0,1,4.0
24311,21,4.0,2.0,1,4.0
24314,21,2.0,2.0,1,2.0
24315,21,2.0,2.0,1,2.0
24332,21,2.0,2.0,1,2.0
24344,21,4.0,2.0,1,4.0
24345,21,4.0,2.0,1,4.0
24355,21,2.0,2.0,1,2.0
24361,21,2.0,2.0,1,2.0
24376,21,4.0,2.0,1,4.0
24399,21,2.0,2.0,8,2.0
24421,21,2.0,2.0,1,2.0
24429,21,2.0,2.0,1,2.0
24430,21,2.0,2.0,1,2.0
24449,21,2.0,2.0,1,2.0
24477,21,2.0,2.0,1,2.0
24479,21,2.0,2.0,1,2.0
24484,21,2.0,2.0,1,2.0
24487,21,4.0,2.0,1,4.0
24497,21,2.0,2.0,1,2.0
24499,21,2.0,2.0,1,2.0
24504,21,4.0,2.0,1,4.0
24510,21,4.0,2.0,1,4.0
24548,21,4.0,2.0,1,4.0
24557,21,2.0,2.0,1,2.0
24573,21,2.0,2.0,1,2.0
24589,21,2.0,4.0,1,4.0
24591,21,2.0,2.0,1,4.0
24597,21,2.0,2.0,1,2.0
24604,21,2.0,2.0,1,2.0
24613,21,2.0,2.0,1,2.0
24616,21,2.0,2.0,1,2.0
24651,22,2.0,2.0,1,2.0
24653,22,2.0,2.0,1,2.0
24658,22,2.0,2.0,1,2.0
24660,22,2.0,2.0,1,2.0
24662,22,2.0,2.0,1,2.0
24664,22,2.0,2.0,1,2.0
24669,22,4.0,2.0,1,4.0
24673,22,2.0,2.0,1,2.0
24674,22,2.0,2.0,1,2.0
24676,22,2.0,2.0,1,2.0
24679,22,2.0,2.0,1,2.0
24693,22,2.0,2.0,1,2.0
24747,22,4.0,2.0,1,4.0
24794,22,4.0,2.0,8,4.0
24836,22,2.0,2.0,1,2.0
24837,22,2.0,2.0,1,2.0
24839,22,2.0,2.0,1,2.0
24843,22,2.0,2.0,1,2.0
24846,22,2.0,2.0,1,2.0
24853,22,2.0,2.0,1,2.0
24860,22,2.0,2.0,1,2.0
24893,22,2.0,2.0,8,2.0
24920,22,4.0,2.0,8,4.0
24933,22,2.0,2.0,1,2.0
24934,22,2.0,2.0,1,2.0
24940,22,2.0,2.0,1,2.0
24991,22,2.0,2.0,1,2.0
25002,22,2.0,2.0,1,2.0
25023,22,4.0,2.0,8,4.0
25044,22,4.0,2.0,8,4.0
25057,22,2.0,2.0,8,2.0
25077,22,2.0,2.0,1,2.0
25084,22,2.0,2.0,1,2.0
25089,22,2.0,2.0,1,2.0
25095,22,2.0,2.0,1,2.0
25099,22,4.0,2.0,1,4.0
25105,22,2.0,2.0,1,2.0
25108,22,4.0,2.0,1,4.0
25120,22,4.0,2.0,1,4.0
25121,22,2.0,2.0,1,4.0
25122,22,4.0,2.0,1,4.0
25125,22,2.0,2.0,1,2.0
25128,22,2.0,2.0,1,2.0
25131,22,2.0,2.0,1,2.0
25134,22,2.0,2.0,1,4.0
25147,22,2.0,2.0,1,4.0
25151,22,4.0,4.0,8,4.0
25156,22,2.0,2.0,8,4.0
25185,22,2.0,2.0,1,2.0
25187,22,2.0,2.0,1,2.0
25188,22,4.0,2.0,1,4.0
25193,22,2.0,2.0,1,2.0
25194,22,2.0,2.0,1,2.0
25196,22,2.0,2.0,1,2.0
25198,22,2.0,2.0,1,2.0
25199,22,2.0,2.0,1,2.0
25205,22,2.0,2.0,1,2.0
25206,22,2.0,2.0,1,2.0
25213,22,2.0,2.0,1,2.0
25216,22,2.0,2.0,1,2.0
25219,22,2.0,2.0,1,2.0
25222,22,2.0,2.0,1,4.0
25249,22,2.0,2.0,1,2.0
25250,22,2.0,2.0,1,2.0
25251,22,2.0,2.0,1,2.0
25257,22,2.0,2.0,1,2.0
25258,22,2.0,2.0,1,2.0
25260,22,2.0,2.0,1,2.0
25261,22,2.0,2.0,1,2.0
25262,22,2.0,2.0,1,2.0
25274,22,2.0,2.0,1,2.0
25275,22,2.0,2.0,1,2.0
25276,22,2.0,2.0,1,2.0
25277,22,4.0,2.0,1,4.0
25280,22,2.0,2.0,1,2.0
25281,22,2.0,2.0,1,2.0
25282,22,2.0,2.0,1,2.0
25288,22,2.0,2.0,8,2.0
25304,22,2.0,2.0,5,2.0
25305,22,4.0,2.0,5,4.0
25313,22,4.0,2.0,5,4.0
25315,22,4.0,2.0,5,4.0
25317,22,2.0,2.0,5,2.0
25319,22,2.0,2.0,5,2.0
25352,22,2.0,2.0,8,2.0
25375,22,2.0,2.0,1,2.0
25400,22,4.0,2.0,8,4.0
25420,22,4.0,2.0,5,4.0
25432,22,4.0,2.0,5,4.0
25457,22,2.0,2.0,1,2.0
25458,22,2.0,2.0,1,2.0
25464,22,2.0,2.0,1,2.0
25466,22,2.0,2.0,1,4.0
25467,22,2.0,2.0,1,2.0
25475,22,2.0,2.0,1,2.0
25477,22,4.0,2.0,1,4.0
25492,22,2.0,2.0,1,2.0
25494,22,2.0,4.0,1,2.0
25496,22,2.0,2.0,1,2.0
25538,22,4.0,4.0,5,4.0
25545,22,4.0,2.0,5,4.0
25546,22,2.0,2.0,1,2.0
25551,22,2.0,2.0,1,2.0
25588,22,4.0,2.0,8,4.0
25591,22,2.0,2.0,8,2.0
25623,22,4.0,2.0,8,4.0
25631,22,2.0,2.0,1,2.0
25632,22,2.0,2.0,1,2.0
25639,22,2.0,2.0,1,2.0
25645,22,2.0,2.0,1,4.0
25649,22,2.0,2.0,1,2.0
25654,22,4.0,2.0,1,4.0
25661,22,2.0,2.0,1,2.0
25668,22,2.0,2.0,1,4.0
25748,22,4.0,2.0,1,4.0
25752,22,2.0,2.0,1,2.0
25754,22,2.0,2.0,1,2.0
25755,22,2.0,2.0,1,2.0
25770,22,2.0,2.0,1,2.0
25772,22,4.0,2.0,1,4.0
25792,22,2.0,2.0,1,2.0
25793,22,2.0,2.0,1,2.0
25794,22,2.0,2.0,1,2.0
25799,22,2.0,2.0,1,2.0
25800,22,2.0,2.0,1,2.0
25829,22,2.0,2.0,1,2.0
25834,22,2.0,2.0,1,2.0
25835,22,2.0,2.0,1,2.0
25837,22,4.0,2.0,1,4.0
25838,22,2.0,2.0,1,2.0
25840,22,2.0,2.0,1,2.0
25842,22,4.0,2.0,1,4.0
25844,22,2.0,2.0,1,2.0
25845,22,2.0,2.0,1,2.0
25865,22,2.0,2.0,1,2.0
25885,22,2.0,2.0,1,4.0
25898,22,2.0,2.0,1,2.0
25900,22,2.0,2.0,1,2.0
25903,22,2.0,2.0,1,2.0
25927,22,2.0,2.0,8,2.0
25935,22,2.0,2.0,1,2.0
25943,22,2.0,2.0,1,2.0
25946,22,2.0,2.0,1,4.0
25960,22,4.0,2.0,8,4.0
25971,22,2.0,2.0,1,2.0
25982,22,2.0,2.0,1,2.0
26042,22,2.0,2.0,5,2.0
26072,22,2.0,2.0,1,4.0
26075,22,2.0,2.0,1,2.0
26077,22,2.0,2.0,1,2.0
26080,22,2.0,2.0,1,2.0
26088,22,4.0,2.0,1,4.0
26089,22,2.0,2.0,1,2.0
26092,22,4.0,2.0,1,4.0
26095,22,2.0,2.0,1,4.0
26107,22,4.0,2.0,8,4.0
26162,22,2.0,2.0,1,2.0
26164,22,2.0,2.0,1,2.0
26177,22,4.0,2.0,1,4.0
26179,22,2.0,2.0,1,2.0
26210,22,4.0,2.0,8,4.0
26213,22,4.0,4.0,8,4.0
26214,22,4.0,4.0,8,4.0
26232,22,2.0,2.0,1,4.0
26242,22,2.0,2.0,1,2.0
26250,22,2.0,2.0,1,2.0
26251,22,2.0,2.0,1,2.0
26252,22,2.0,2.0,1,4.0
26254,22,2.0,2.0,1,4.0
26256,22,2.0,2.0,1,2.0
26263,22,2.0,2.0,1,2.0
26268,22,2.0,2.0,1,2.0
26276,22,2.0,2.0,1,2.0
26286,22,4.0,2.0,1,4.0
26288,22,2.0,4.0,1,2.0
26289,22,4.0,2.0,1,4.0
26320,22,2.0,2.0,8,4.0
26339,22,4.0,2.0,8,4.0
26349,22,4.0,2.0,8,4.0
26356,22,4.0,2.0,8,4.0
26359,22,2.0,2.0,8,4.0
26364,22,2.0,2.0,1,2.0
26367,22,2.0,2.0,1,4.0
26370,22,2.0,2.0,1,2.0
26372,22,4.0,2.0,1,4.0
26375,22,2.0,2.0,1,2.0
26376,22,2.0,2.0,1,2.0
26379,22,2.0,2.0,1,2.0
26384,22,2.0,2.0,1,2.0
26387,22,2.0,2.0,1,2.0
26390,22,2.0,2.0,1,2.0
26394,22,2.0,2.0,1,2.0
26396,22,2.0,2.0,1,2.0
26402,22,2.0,2.0,1,2.0
26403,22,2.0,2.0,1,2.0
26404,22,2.0,2.0,1,2.0
26405,22,2.0,2.0,1,2.0
26406,22,2.0,2.0,1,2.0
26408,22,2.0,2.0,1,2.0
26411,22,2.0,2.0,1,2.0
26412,22,2.0,2.0,1,2.0
26416,22,2.0,2.0,1,2.0
26420,22,2.0,2.0,1,2.0
26424,22,2.0,2.0,1,2.0
26428,22,2.0,2.0,1,2.0
26431,22,2.0,2.0,1,2.0
26441,22,2.0,2.0,1,2.0
26451,22,4.0,2.0,1,4.0
26452,22,2.0,2.0,1,2.0
26461,22,4.0,2.0,1,4.0
26466,22,2.0,2.0,1,2.0
26467,22,2.0,2.0,1,2.0
26483,22,2.0,2.0,1,2.0
26485,22,2.0,2.0,1,2.0
26503,22,2.0,2.0,1,2.0
26518,22,2.0,2.0,1,2.0
26520,22,2.0,2.0,1,4.0
26523,22,2.0,2.0,1,4.0
26526,22,2.0,2.0,1,2.0
26534,22,4.0,2.0,1,4.0
26539,22,4.0,2.0,1,4.0
26544,22,2.0,2.0,1,4.0
26545,22,2.0,2.0,1,2.0
26548,22,2.0,2.0,1,2.0
26551,22,4.0,2.0,1,4.0
26559,22,2.0,4.0,1,2.0
26561,22,2.0,2.0,1,2.0
26563,22,2.0,4.0,1,2.0
26565,22,2.0,4.0,1,2.0
26566,22,2.0,4.0,1,2.0
26569,22,2.0,2.0,1,2.0
26574,22,2.0,2.0,1,2.0
26580,22,2.0,2.0,1,2.0
26581,22,2.0,2.0,1,2.0
26584,22,2.0,2.0,1,2.0
26585,22,2.0,2.0,1,2.0
26588,22,2.0,2.0,1,2.0
26589,22,2.0,2.0,1,2.0
26594,22,2.0,2.0,1,2.0
26596,22,2.0,2.0,1,2.0
26599,22,2.0,2.0,1,2.0
26601,22,2.0,2.0,1,2.0
26604,22,2.0,2.0,1,4.0
26617,22,2.0,2.0,2,2.0
26629,22,2.0,2.0,2,4.0
26632,22,2.0,2.0,2,2.0
26637,22,4.0,2.0,2,4.0
26640,22,4.0,2.0,2,4.0
26667,22,2.0,2.0,1,2.0
26670,22,2.0,2.0,1,4.0
26671,22,2.0,2.0,1,2.0
26673,22,4.0,2.0,1,4.0
26676,22,2.0,2.0,1,2.0
26677,22,2.0,2.0,1,2.0
26678,22,2.0,2.0,1,2.0
26680,22,4.0,2.0,1,4.0
26686,22,4.0,2.0,1,4.0
26690,22,2.0,2.0,1,2.0
26696,22,2.0,2.0,1,2.0
26699,22,2.0,2.0,1,4.0
26715,22,2.0,2.0,1,2.0
26716,22,2.0,2.0,1,2.0
26717,22,2.0,2.0,1,2.0
26718,22,2.0,2.0,1,2.0
26719,22,2.0,2.0,1,2.0
26723,22,4.0,2.0,1,4.0
26727,22,2.0,2.0,1,2.0
26728,22,2.0,2.0,1,2.0
26729,22,2.0,2.0,1,2.0
26731,22,2.0,2.0,1,2.0
26736,22,2.0,2.0,1,2.0
26737,22,2.0,2.0,1,2.0
26738,22,2.0,2.0,1,2.0
26740,22,2.0,2.0,1,2.0
26742,22,2.0,2.0,1,2.0
26743,22,2.0,2.0,1,4.0
26744,22,2.0,2.0,1,2.0
26749,22,2.0,2.0,1,2.0
26750,22,4.0,2.0,1,4.0
26751,22,2.0,2.0,1,2.0
26753,22,2.0,2.0,1,2.0
26765,22,2.0,2.0,1,2.0
26771,22,2.0,2.0,1,2.0
26776,22,2.0,2.0,1,4.0
26778,22,2.0,2.0,1,2.0
26783,22,2.0,2.0,1,4.0
26789,22,2.0,2.0,1,2.0
26792,22,2.0,2.0,1,2.0
26794,22,2.0,2.0,1,4.0
26799,22,2.0,2.0,1,2.0
26805,22,2.0,2.0,1,2.0
26806,22,2.0,2.0,1,2.0
26807,22,4.0,2.0,1,4.0
26808,22,2.0,2.0,1,2.0
26810,22,2.0,2.0,1,2.0
26812,22,2.0,2.0,1,2.0
26813,22,2.0,2.0,1,2.0
26814,22,2.0,2.0,1,2.0
26815,22,2.0,2.0,1,2.0
26819,22,2.0,2.0,1,2.0
26822,22,2.0,2.0,1,2.0
26823,22,2.0,2.0,1,4.0
26824,22,2.0,2.0,1,2.0
26825,22,2.0,2.0,1,2.0
26826,22,2.0,2.0,1,2.0
26829,22,2.0,2.0,1,2.0
26836,22,2.0,2.0,1,2.0
26838,22,2.0,2.0,1,2.0
26856,22,2.0,2.0,1,2.0
26857,22,2.0,4.0,1,2.0
26867,22,2.0,2.0,1,2.0
26868,22,2.0,2.0,1,2.0
26871,22,2.0,2.0,1,2.0
26872,22,2.0,2.0,1,2.0
26874,22,2.0,2.0,1,2.0
26876,22,2.0,2.0,1,2.0
26878,22,2.0,2.0,1,2.0
26880,22,2.0,2.0,1,2.0
26882,22,2.0,2.0,1,2.0
26885,22,2.0,2.0,1,2.0
26887,22,2.0,2.0,1,2.0
26888,22,2.0,2.0,1,2.0
26904,22,4.0,2.0,1,4.0
26907,22,2.0,2.0,1,2.0
26908,22,2.0,2.0,1,2.0
26909,22,2.0,2.0,1,2.0
26912,22,4.0,2.0,1,4.0
26914,22,2.0,2.0,1,2.0
26924,22,2.0,2.0,1,2.0
26926,22,2.0,2.0,1,2.0
26930,22,2.0,2.0,1,2.0
26943,22,2.0,2.0,1,2.0
26967,22,2.0,2.0,1,4.0
26968,22,2.0,2.0,1,2.0
26971,22,2.0,2.0,1,2.0
26973,22,2.0,2.0,1,2.0
26978,22,2.0,2.0,1,2.0
26981,23,2.0,2.0,1,2.0
26985,23,2.0,2.0,1,2.0
26997,23,2.0,2.0,8,2.0
27001,23,2.0,2.0,8,2.0
27003,23,2.0,2.0,8,2.0
27016,23,2.0,2.0,8,2.0
27017,23,2.0,2.0,8,2.0
27022,23,2.0,2.0,8,2.0
27026,23,2.0,2.0,1,2.0
27027,23,2.0,2.0,1,2.0
27033,23,2.0,2.0,1,2.0
27048,23,4.0,2.0,8,4.0
27081,23,2.0,2.0,8,4.0
27097,23,2.0,2.0,1,2.0
27114,23,2.0,4.0,8,2.0
27127,23,4.0,2.0,8,4.0
27128,23,2.0,2.0,1,2.0
27131,23,4.0,2.0,1,4.0
27133,23,2.0,2.0,1,2.0
27134,23,2.0,2.0,1,2.0
27137,23,2.0,2.0,1,2.0
27138,23,2.0,2.0,1,4.0
27139,23,2.0,2.0,1,2.0
27140,23,2.0,2.0,1,4.0
27142,23,4.0,2.0,1,4.0
27149,23,2.0,2.0,2,2.0
27155,23,2.0,2.0,2,2.0
27163,23,2.0,4.0,1,2.0
27165,23,2.0,4.0,1,2.0
27170,23,2.0,2.0,1,2.0
27174,23,2.0,2.0,1,2.0
27175,23,2.0,2.0,1,2.0
27182,23,2.0,2.0,1,2.0
27183,23,2.0,2.0,1,2.0
27184,23,4.0,2.0,2,4.0
27192,23,2.0,2.0,2,2.0
27202,23,2.0,2.0,1,2.0
27206,23,2.0,2.0,1,2.0
27216,23,2.0,2.0,2,2.0
27231,23,2.0,2.0,2,4.0
27242,23,2.0,4.0,8,2.0
27254,23,4.0,2.0,2,4.0
27269,23,2.0,2.0,2,2.0
27276,23,2.0,2.0,1,4.0
27277,23,2.0,2.0,1,2.0
27278,23,2.0,2.0,1,2.0
27284,23,2.0,2.0,1,2.0
27295,23,2.0,2.0,1,2.0
27296,23,2.0,2.0,1,2.0
27314,23,2.0,2.0,5,4.0
27349,23,2.0,2.0,8,2.0
27351,23,4.0,2.0,8,4.0
27352,23,2.0,2.0,8,4.0
27390,23,2.0,2.0,1,2.0
27397,23,2.0,2.0,1,2.0
27400,23,2.0,2.0,1,2.0
27418,23,2.0,2.0,8,2.0
27420,23,2.0,2.0,8,2.0
27421,23,4.0,2.0,8,4.0
27436,23,2.0,2.0,1,2.0
27460,23,2.0,2.0,1,2.0
27461,23,2.0,2.0,1,2.0
27462,23,2.0,2.0,1,2.0
