,UF,V02322,V0210,V4105,V0232
22551,21,4.0,2.0,8,4.0
22556,21,2.0,2.0,1,2.0
22558,21,2.0,2.0,1,2.0
22559,21,2.0,2.0,1,2.0
22563,21,2.0,2.0,1,2.0
22572,21,2.0,2.0,1,2.0
22575,21,2.0,2.0,1,2.0
22577,21,2.0,2.0,1,2.0
22581,21,2.0,2.0,1,2.0
22584,21,2.0,2.0,1,2.0
22587,21,2.0,2.0,1,2.0
22588,21,2.0,2.0,1,2.0
22589,21,2.0,2.0,1,2.0
22591,21,2.0,4.0,1,2.0
22595,21,2.0,2.0,1,2.0
22596,21,2.0,2.0,1,2.0
22601,21,2.0,2.0,1,2.0
22606,21,2.0,2.0,1,4.0
22609,21,2.0,2.0,1,2.0
22613,21,2.0,2.0,1,2.0
22630,21,2.0,2.0,1,2.0
22631,21,2.0,2.0,1,2.0
22634,21,2.0,2.0,1,2.0
22638,21,2.0,4.0,1,2.0
22639,21,4.0,2.0,1,4.0
22648,21,2.0,2.0,1,4.0
22649,21,2.0,2.0,1,2.0
22656,21,2.0,2.0,1,2.0
22657,21,2.0,2.0,1,2.0
22661,21,2.0,2.0,1,2.0
22670,21,4.0,2.0,5,4.0
22678,21,2.0,2.0,5,2.0
22679,21,2.0,2.0,5,2.0
22680,21,2.0,2.0,5,2.0
22681,21,2.0,2.0,5,2.0
22682,21,2.0,2.0,5,2.0
22685,21,4.0,2.0,5,4.0
22690,21,2.0,2.0,1,4.0
22693,21,2.0,2.0,1,2.0
22715,21,2.0,2.0,1,4.0
22742,21,2.0,2.0,1,4.0
22768,21,2.0,2.0,1,2.0
22771,21,2.0,2.0,1,2.0
22774,21,2.0,2.0,1,2.0
22837,21,2.0,2.0,1,2.0
22852,21,2.0,2.0,1,2.0
22867,21,2.0,2.0,1,2.0
22919,21,2.0,2.0,1,2.0
22984,21,2.0,2.0,1,2.0
22985,21,2.0,2.0,1,2.0
22991,21,2.0,2.0,1,2.0
23012,21,4.0,2.0,1,4.0
23056,21,2.0,2.0,1,2.0
23071,21,2.0,2.0,1,2.0
23098,21,2.0,2.0,5,2.0
23134,21,2.0,2.0,1,4.0
23137,21,2.0,2.0,1,4.0
23155,21,2.0,2.0,1,2.0
23162,21,2.0,2.0,1,2.0
23164,21,2.0,2.0,1,2.0
23165,21,2.0,2.0,1,2.0
23167,21,2.0,2.0,1,2.0
23192,21,2.0,2.0,1,2.0
23199,21,2.0,2.0,1,2.0
23209,21,2.0,2.0,5,4.0
23212,21,2.0,2.0,5,2.0
23217,21,4.0,2.0,8,4.0
23227,21,2.0,2.0,1,2.0
23230,21,4.0,2.0,1,4.0
23254,21,4.0,2.0,1,4.0
23289,21,2.0,2.0,5,2.0
23290,21,2.0,2.0,5,2.0
23293,21,4.0,2.0,8,4.0
23313,21,2.0,2.0,1,4.0
23320,21,2.0,2.0,1,2.0
23333,21,2.0,2.0,1,2.0
23354,21,4.0,2.0,8,4.0
23409,21,4.0,2.0,1,4.0
23427,21,4.0,2.0,8,4.0
23452,21,2.0,2.0,1,2.0
23469,21,4.0,2.0,1,4.0
23503,21,2.0,2.0,5,2.0
23533,21,4.0,2.0,1,4.0
23540,21,4.0,2.0,8,4.0
23545,21,2.0,2.0,8,4.0
23548,21,2.0,2.0,8,2.0
23552,21,2.0,2.0,8,4.0
23586,21,2.0,2.0,1,2.0
23590,21,2.0,2.0,1,2.0
23591,21,2.0,2.0,1,2.0
23592,21,2.0,2.0,1,2.0
23603,21,2.0,2.0,1,2.0
23621,21,2.0,2.0,5,2.0
23686,21,2.0,2.0,4,4.0
23687,21,2.0,2.0,4,2.0
23691,21,2.0,2.0,4,4.0
23693,21,2.0,2.0,4,4.0
23697,21,2.0,2.0,4,2.0
23699,21,2.0,2.0,4,2.0
23703,21,2.0,2.0,4,2.0
23704,21,4.0,2.0,4,4.0
23714,21,2.0,2.0,4,2.0
23715,21,2.0,2.0,4,2.0
23718,21,2.0,2.0,4,4.0
23720,21,4.0,2.0,4,4.0
23721,21,4.0,2.0,4,4.0
23722,21,2.0,2.0,4,2.0
23723,21,2.0,2.0,4,2.0
23724,21,4.0,2.0,4,4.0
23728,21,2.0,2.0,4,2.0
23729,21,2.0,2.0,4,2.0
23731,21,2.0,2.0,4,2.0
23739,21,4.0,2.0,4,4.0
23747,21,2.0,2.0,4,2.0
23752,21,2.0,2.0,1,2.0
23759,21,2.0,2.0,1,2.0
23770,21,2.0,2.0,1,2.0
23774,21,2.0,2.0,1,2.0
23775,21,2.0,2.0,1,2.0
23776,21,2.0,2.0,1,2.0
23777,21,2.0,2.0,1,2.0
23780,21,2.0,2.0,1,2.0
23782,21,2.0,2.0,1,2.0
23783,21,2.0,2.0,1,2.0
23784,21,2.0,2.0,1,2.0
23789,21,2.0,2.0,1,2.0
23791,21,2.0,2.0,1,2.0
23792,21,2.0,2.0,1,2.0
23793,21,2.0,2.0,1,2.0
23794,21,2.0,2.0,1,2.0
23806,21,2.0,2.0,1,2.0
23807,21,2.0,2.0,1,2.0
23819,21,2.0,2.0,1,2.0
23821,21,2.0,2.0,1,2.0
23823,21,2.0,2.0,1,2.0
23824,21,2.0,2.0,1,4.0
23826,21,4.0,2.0,1,4.0
23828,21,2.0,2.0,1,2.0
23829,21,2.0,2.0,1,2.0
23830,21,2.0,2.0,1,2.0
23831,21,2.0,2.0,1,2.0
23834,21,2.0,2.0,1,2.0
23835,21,2.0,2.0,1,2.0
23838,21,2.0,2.0,1,2.0
23841,21,4.0,2.0,1,4.0
23843,21,2.0,4.0,1,2.0
23849,21,4.0,2.0,1,4.0
23850,21,2.0,2.0,1,2.0
23853,21,2.0,2.0,2,2.0
23854,21,2.0,2.0,2,2.0
23857,21,2.0,4.0,2,2.0
23858,21,2.0,4.0,2,2.0
23859,21,2.0,4.0,2,2.0
23864,21,2.0,4.0,2,2.0
23865,21,2.0,4.0,2,2.0
23867,21,2.0,4.0,2,2.0
23868,21,4.0,2.0,1,4.0
23870,21,2.0,2.0,1,2.0
23871,21,2.0,2.0,1,2.0
23874,21,2.0,2.0,1,2.0
23876,21,2.0,4.0,1,2.0
23877,21,2.0,4.0,1,2.0
23879,21,2.0,2.0,1,2.0
23881,21,2.0,4.0,1,2.0
23882,21,4.0,4.0,1,4.0
23883,21,2.0,4.0,1,2.0
23887,21,2.0,2.0,1,4.0
23892,21,2.0,2.0,1,2.0
23895,21,2.0,2.0,1,2.0
23898,21,4.0,2.0,1,4.0
23923,21,2.0,2.0,1,2.0
23927,21,2.0,2.0,1,2.0
23931,21,2.0,2.0,1,2.0
23932,21,2.0,2.0,1,2.0
23933,21,2.0,2.0,1,2.0
23936,21,4.0,2.0,1,4.0
23937,21,2.0,2.0,1,2.0
23938,21,2.0,2.0,1,2.0
23939,21,2.0,2.0,1,2.0
23941,21,2.0,2.0,1,4.0
23943,21,2.0,2.0,1,2.0
23944,21,2.0,2.0,1,4.0
23945,21,2.0,2.0,1,2.0
23946,21,4.0,2.0,1,4.0
23950,21,2.0,2.0,1,2.0
23953,21,2.0,2.0,1,2.0
23954,21,2.0,2.0,1,2.0
23957,21,2.0,2.0,1,2.0
23959,21,2.0,2.0,1,2.0
23966,21,2.0,2.0,1,2.0
23967,21,2.0,2.0,1,4.0
23969,21,2.0,2.0,1,2.0
23972,21,2.0,2.0,1,2.0
23981,21,2.0,2.0,1,2.0
23988,21,2.0,2.0,1,4.0
23989,21,2.0,2.0,1,2.0
23990,21,2.0,2.0,1,2.0
23997,21,2.0,2.0,1,2.0
23999,21,2.0,2.0,1,2.0
24005,21,2.0,2.0,1,2.0
24015,21,2.0,2.0,1,2.0
24016,21,4.0,2.0,1,4.0
24018,21,2.0,2.0,1,4.0
24020,21,2.0,2.0,1,2.0
24022,21,2.0,2.0,1,2.0
24024,21,2.0,2.0,1,2.0
24026,21,2.0,2.0,1,2.0
24030,21,2.0,2.0,1,4.0
24036,21,2.0,2.0,1,2.0
24039,21,2.0,2.0,1,2.0
24040,21,2.0,2.0,1,2.0
24042,21,2.0,2.0,1,2.0
24044,21,2.0,2.0,1,2.0
24045,21,2.0,2.0,1,2.0
24048,21,2.0,2.0,1,2.0
24049,21,2.0,2.0,1,2.0
24051,21,2.0,2.0,1,2.0
24055,21,2.0,2.0,1,2.0
24056,21,2.0,2.0,1,2.0
24058,21,2.0,2.0,1,2.0
24059,21,2.0,2.0,1,2.0
24061,21,2.0,2.0,1,2.0
24062,21,2.0,2.0,1,2.0
24065,21,2.0,2.0,1,2.0
24069,21,2.0,2.0,1,2.0
24071,21,2.0,2.0,1,2.0
24077,21,4.0,2.0,1,4.0
24086,21,2.0,2.0,1,2.0
24089,21,2.0,2.0,1,2.0
24093,21,2.0,2.0,1,2.0
24097,21,2.0,2.0,1,2.0
24098,21,2.0,2.0,1,2.0
24100,21,2.0,2.0,1,2.0
24103,21,2.0,2.0,1,2.0
24106,21,2.0,2.0,1,2.0
24111,21,2.0,2.0,1,4.0
24126,21,2.0,2.0,1,2.0
24131,21,2.0,2.0,1,4.0
24133,21,2.0,2.0,1,2.0
24139,21,2.0,2.0,4,4.0
24145,21,2.0,2.0,4,4.0
24146,21,2.0,2.0,4,4.0
24151,21,2.0,2.0,4,2.0
24159,21,2.0,2.0,1,2.0
24161,21,2.0,2.0,1,2.0
24163,21,2.0,2.0,1,2.0
24167,21,2.0,2.0,1,2.0
24186,21,2.0,2.0,1,2.0
24193,21,2.0,2.0,1,2.0
24196,21,2.0,2.0,1,2.0
24202,21,2.0,2.0,1,2.0
24205,21,2.0,2.0,1,2.0
24206,21,2.0,2.0,1,4.0
24208,21,2.0,2.0,1,2.0
24209,21,2.0,4.0,1,2.0
24210,21,2.0,2.0,1,2.0
24212,21,2.0,2.0,1,2.0
24214,21,2.0,2.0,1,2.0
24215,21,2.0,2.0,1,4.0
24223,21,2.0,2.0,1,4.0
24228,21,2.0,2.0,1,2.0
24229,21,2.0,2.0,1,2.0
24230,21,2.0,2.0,1,2.0
24241,21,2.0,2.0,1,2.0
24242,21,2.0,2.0,1,2.0
24244,21,2.0,2.0,1,2.0
24245,21,2.0,2.0,1,2.0
24246,21,2.0,2.0,1,2.0
24247,21,2.0,2.0,1,2.0
24248,21,2.0,2.0,1,2.0
24251,21,2.0,2.0,1,2.0
24257,21,2.0,2.0,1,2.0
24258,21,2.0,2.0,1,4.0
24259,21,2.0,2.0,1,2.0
24261,21,2.0,2.0,1,2.0
24262,21,2.0,2.0,1,2.0
24263,21,2.0,2.0,1,2.0
24264,21,2.0,2.0,1,2.0
24272,21,2.0,2.0,4,2.0
24277,21,2.0,2.0,4,4.0
24279,21,2.0,2.0,1,2.0
24281,21,4.0,4.0,1,4.0
24283,21,2.0,2.0,1,2.0
24286,21,4.0,2.0,1,4.0
24291,21,2.0,4.0,1,2.0
24292,21,2.0,4.0,1,2.0
24304,21,2.0,2.0,1,2.0
24306,21,4.0,2.0,1,4.0
24309,21,4.0,2.0,1,4.0
24312,21,2.0,2.0,1,2.0
24323,21,2.0,4.0,1,2.0
24336,21,2.0,2.0,1,2.0
24360,21,2.0,2.0,1,2.0
24377,21,2.0,2.0,1,2.0
24391,21,2.0,2.0,1,2.0
24392,21,2.0,2.0,1,2.0
24397,21,2.0,2.0,1,2.0
24420,21,4.0,2.0,8,4.0
24438,21,2.0,2.0,1,4.0
24440,21,2.0,2.0,1,2.0
24442,21,2.0,2.0,1,2.0
24446,21,2.0,2.0,1,2.0
24447,21,2.0,2.0,1,2.0
24454,21,2.0,2.0,1,2.0
24467,21,2.0,2.0,1,2.0
24478,21,2.0,2.0,1,2.0
24502,21,2.0,2.0,1,2.0
24508,21,2.0,2.0,1,2.0
24537,21,4.0,2.0,8,4.0
24569,21,4.0,2.0,1,4.0
24571,21,2.0,2.0,1,2.0
24604,21,2.0,2.0,1,2.0
24634,21,2.0,2.0,1,2.0
24671,22,2.0,2.0,1,2.0
24672,22,2.0,2.0,1,2.0
24673,22,2.0,2.0,1,2.0
24675,22,2.0,2.0,1,4.0
24677,22,2.0,2.0,1,2.0
24680,22,2.0,2.0,1,2.0
24682,22,2.0,2.0,1,2.0
24683,22,4.0,2.0,1,4.0
24694,22,2.0,2.0,1,2.0
24695,22,4.0,2.0,1,4.0
24698,22,2.0,2.0,1,2.0
24702,22,2.0,2.0,1,4.0
24725,22,2.0,2.0,1,2.0
24736,22,4.0,2.0,8,4.0
24759,22,2.0,2.0,1,2.0
24761,22,2.0,2.0,1,4.0
24766,22,2.0,2.0,1,2.0
24776,22,2.0,2.0,8,2.0
24816,22,2.0,2.0,8,2.0
24826,22,2.0,2.0,8,2.0
24833,22,2.0,2.0,8,2.0
24838,22,4.0,4.0,8,4.0
24846,22,2.0,2.0,1,2.0
24852,22,2.0,2.0,1,2.0
24853,22,2.0,2.0,1,2.0
24859,22,2.0,2.0,1,2.0
24861,22,2.0,2.0,1,2.0
24863,22,2.0,2.0,1,4.0
24864,22,2.0,2.0,1,2.0
24868,22,2.0,2.0,1,2.0
24882,22,2.0,2.0,1,2.0
24884,22,2.0,2.0,1,2.0
24947,22,2.0,2.0,1,2.0
24954,22,2.0,2.0,1,2.0
24958,22,2.0,2.0,1,2.0
24959,22,2.0,4.0,1,4.0
24961,22,2.0,2.0,1,2.0
24962,22,2.0,2.0,1,2.0
24976,22,2.0,2.0,8,2.0
24986,22,2.0,2.0,8,2.0
25002,22,4.0,2.0,8,4.0
25012,22,2.0,2.0,1,2.0
25021,22,2.0,2.0,1,2.0
25025,22,2.0,2.0,1,2.0
25026,22,2.0,2.0,1,4.0
25032,22,2.0,2.0,1,2.0
25081,22,2.0,2.0,8,2.0
25086,22,4.0,2.0,8,4.0
25105,22,2.0,2.0,1,4.0
25115,22,2.0,2.0,1,2.0
25117,22,2.0,2.0,1,2.0
25123,22,4.0,2.0,1,4.0
25125,22,2.0,2.0,1,2.0
25130,22,2.0,2.0,1,2.0
25132,22,4.0,2.0,1,4.0
25134,22,2.0,2.0,1,2.0
25147,22,2.0,2.0,1,2.0
25149,22,2.0,2.0,1,4.0
25152,22,2.0,2.0,1,2.0
25156,22,2.0,2.0,1,2.0
25162,22,4.0,2.0,1,4.0
25163,22,2.0,2.0,1,2.0
25166,22,4.0,2.0,1,4.0
25169,22,4.0,2.0,1,4.0
25202,22,2.0,2.0,5,2.0
25211,22,2.0,2.0,1,2.0
25215,22,2.0,2.0,1,2.0
25216,22,2.0,4.0,1,2.0
25218,22,2.0,2.0,1,2.0
25221,22,2.0,2.0,1,2.0
25222,22,2.0,2.0,1,2.0
25225,22,2.0,2.0,1,2.0
25229,22,2.0,2.0,1,2.0
25240,22,2.0,2.0,1,2.0
25241,22,2.0,2.0,1,2.0
25243,22,2.0,2.0,1,2.0
25249,22,2.0,2.0,1,2.0
25250,22,2.0,2.0,1,2.0
25253,22,2.0,2.0,1,2.0
25263,22,4.0,2.0,8,4.0
25266,22,2.0,2.0,8,2.0
25271,22,2.0,2.0,1,2.0
25273,22,2.0,2.0,1,2.0
25282,22,2.0,2.0,1,2.0
25285,22,2.0,2.0,1,2.0
25288,22,2.0,2.0,1,2.0
25292,22,2.0,2.0,1,2.0
25294,22,2.0,2.0,1,2.0
25296,22,2.0,2.0,1,2.0
25297,22,2.0,2.0,1,2.0
25305,22,2.0,2.0,1,2.0
25329,22,2.0,2.0,5,2.0
25337,22,2.0,2.0,5,2.0
25338,22,2.0,2.0,5,2.0
25341,22,2.0,2.0,5,2.0
25343,22,2.0,2.0,5,2.0
25351,22,2.0,2.0,8,2.0
25356,22,4.0,2.0,8,4.0
25371,22,2.0,2.0,8,2.0
25372,22,4.0,2.0,8,4.0
25374,22,4.0,2.0,8,4.0
25375,22,2.0,2.0,8,2.0
25380,22,2.0,2.0,8,2.0
25398,22,2.0,2.0,1,2.0
25483,22,2.0,2.0,1,2.0
25484,22,2.0,2.0,1,2.0
25485,22,2.0,2.0,1,2.0
25491,22,2.0,2.0,1,2.0
25492,22,2.0,2.0,1,2.0
25493,22,2.0,2.0,1,4.0
25494,22,2.0,2.0,1,2.0
25501,22,2.0,2.0,1,2.0
25520,22,2.0,2.0,1,2.0
25521,22,2.0,2.0,1,2.0
25531,22,2.0,2.0,1,2.0
25535,22,2.0,2.0,1,2.0
25571,22,2.0,2.0,1,2.0
25580,22,4.0,2.0,1,4.0
25615,22,4.0,4.0,8,4.0
25624,22,2.0,2.0,5,2.0
25627,22,4.0,2.0,5,4.0
25639,22,4.0,4.0,8,4.0
25644,22,2.0,4.0,8,2.0
25649,22,2.0,4.0,8,2.0
25657,22,2.0,2.0,1,2.0
25672,22,2.0,2.0,1,4.0
25685,22,2.0,2.0,1,2.0
25703,22,2.0,2.0,1,2.0
25714,22,2.0,2.0,1,2.0
25719,22,2.0,2.0,1,2.0
25729,22,2.0,2.0,1,2.0
25745,22,2.0,2.0,1,2.0
25751,22,2.0,2.0,1,2.0
25752,22,2.0,2.0,1,2.0
25758,22,2.0,2.0,1,4.0
25759,22,4.0,2.0,1,4.0
25761,22,4.0,2.0,1,4.0
25780,22,2.0,2.0,1,2.0
25787,22,2.0,2.0,1,2.0
25790,22,2.0,2.0,1,2.0
25798,22,2.0,2.0,1,2.0
25816,22,2.0,2.0,1,2.0
25830,22,2.0,2.0,1,2.0
25838,22,2.0,4.0,8,2.0
25856,22,2.0,2.0,1,2.0
25862,22,2.0,2.0,1,2.0
25863,22,4.0,2.0,1,4.0
25893,22,4.0,2.0,1,4.0
25894,22,2.0,2.0,1,2.0
25937,22,4.0,2.0,8,4.0
25942,22,2.0,2.0,5,2.0
25946,22,2.0,2.0,5,2.0
25956,22,4.0,2.0,5,4.0
25996,22,2.0,2.0,1,2.0
26012,22,2.0,2.0,1,2.0
26016,22,4.0,2.0,1,4.0
26057,22,2.0,2.0,1,2.0
26071,22,2.0,2.0,1,2.0
26074,22,2.0,2.0,1,2.0
26076,22,2.0,2.0,1,2.0
26081,22,2.0,2.0,1,2.0
26103,22,2.0,2.0,1,2.0
26114,22,2.0,2.0,1,2.0
26120,22,2.0,2.0,1,2.0
26125,22,4.0,2.0,8,4.0
26131,22,4.0,2.0,8,4.0
26159,22,2.0,2.0,1,2.0
26161,22,4.0,2.0,1,4.0
26162,22,2.0,2.0,1,2.0
26180,22,2.0,2.0,1,4.0
26183,22,2.0,2.0,1,2.0
26195,22,2.0,2.0,1,2.0
26197,22,2.0,2.0,1,2.0
26200,22,2.0,2.0,1,2.0
26201,22,2.0,2.0,1,2.0
26204,22,2.0,2.0,1,2.0
26211,22,2.0,2.0,1,2.0
26241,22,4.0,2.0,8,4.0
26243,22,4.0,2.0,8,4.0
26252,22,2.0,2.0,8,2.0
26268,22,2.0,2.0,8,2.0
26278,22,2.0,2.0,8,2.0
26286,22,2.0,2.0,1,2.0
26289,22,2.0,2.0,1,2.0
26293,22,2.0,2.0,1,2.0
26294,22,2.0,2.0,1,2.0
26296,22,2.0,2.0,1,2.0
26302,22,2.0,2.0,1,2.0
26317,22,2.0,2.0,1,2.0
26320,22,2.0,2.0,1,2.0
26321,22,2.0,2.0,1,2.0
26329,22,2.0,2.0,1,2.0
26331,22,2.0,2.0,1,2.0
26333,22,2.0,2.0,1,2.0
26336,22,2.0,2.0,1,2.0
26340,22,2.0,2.0,1,2.0
26343,22,2.0,2.0,1,2.0
26347,22,2.0,2.0,1,2.0
26348,22,2.0,2.0,1,2.0
26352,22,2.0,2.0,1,2.0
26353,22,2.0,2.0,1,2.0
26358,22,2.0,2.0,1,2.0
26366,22,2.0,2.0,1,2.0
26369,22,2.0,2.0,1,2.0
26371,22,2.0,2.0,1,2.0
26372,22,2.0,2.0,1,2.0
26388,22,2.0,2.0,1,4.0
26395,22,2.0,2.0,1,4.0
26402,22,2.0,2.0,1,2.0
26403,22,2.0,2.0,1,2.0
26408,22,2.0,2.0,1,4.0
26413,22,2.0,4.0,1,2.0
26417,22,2.0,2.0,1,4.0
26429,22,2.0,2.0,1,2.0
26434,22,2.0,2.0,1,2.0
26440,22,2.0,2.0,1,4.0
26441,22,2.0,2.0,1,2.0
26444,22,2.0,2.0,1,2.0
26451,22,2.0,2.0,1,4.0
26452,22,4.0,2.0,1,4.0
26453,22,2.0,2.0,1,4.0
26458,22,2.0,2.0,1,2.0
26461,22,2.0,2.0,1,2.0
26467,22,2.0,4.0,1,2.0
26468,22,4.0,2.0,1,4.0
26472,22,2.0,2.0,1,2.0
26475,22,2.0,2.0,1,2.0
26476,22,2.0,2.0,1,2.0
26481,22,2.0,2.0,1,2.0
26482,22,2.0,2.0,1,2.0
26483,22,2.0,2.0,1,2.0
26489,22,2.0,2.0,1,2.0
26493,22,2.0,2.0,1,2.0
26496,22,4.0,2.0,1,4.0
26498,22,2.0,2.0,1,2.0
26499,22,2.0,2.0,1,2.0
26500,22,2.0,2.0,1,2.0
26503,22,2.0,2.0,1,2.0
26504,22,2.0,2.0,1,2.0
26519,22,2.0,2.0,1,2.0
26527,22,2.0,2.0,1,2.0
26529,22,2.0,2.0,1,2.0
26537,22,2.0,2.0,1,2.0
26541,22,2.0,2.0,2,2.0
26547,22,4.0,2.0,2,4.0
26561,22,4.0,2.0,2,4.0
26585,22,2.0,2.0,1,2.0
26589,22,2.0,2.0,1,4.0
26594,22,2.0,2.0,1,2.0
26595,22,2.0,2.0,1,2.0
26598,22,2.0,2.0,1,4.0
26600,22,2.0,2.0,1,2.0
26607,22,2.0,2.0,1,4.0
26616,22,2.0,2.0,1,2.0
26629,22,2.0,2.0,1,2.0
26631,22,2.0,2.0,1,2.0
26633,22,2.0,2.0,1,2.0
26638,22,2.0,2.0,1,4.0
26639,22,2.0,2.0,1,2.0
26641,22,2.0,2.0,1,2.0
26642,22,2.0,2.0,1,2.0
26643,22,2.0,2.0,1,4.0
26645,22,2.0,2.0,1,2.0
26649,22,2.0,2.0,1,4.0
26650,22,2.0,4.0,1,2.0
26654,22,4.0,2.0,1,4.0
26662,22,4.0,2.0,1,4.0
26663,22,4.0,2.0,1,4.0
26664,22,4.0,2.0,1,4.0
26665,22,2.0,2.0,1,2.0
26666,22,2.0,2.0,1,4.0
26667,22,4.0,2.0,1,4.0
26668,22,2.0,2.0,1,2.0
26670,22,2.0,2.0,1,2.0
26675,22,2.0,2.0,1,2.0
26684,22,2.0,2.0,1,2.0
26687,22,4.0,2.0,1,4.0
26689,22,2.0,2.0,1,2.0
26690,22,2.0,2.0,1,2.0
26691,22,4.0,2.0,1,4.0
26700,22,2.0,2.0,1,2.0
26704,22,2.0,2.0,1,4.0
26705,22,2.0,2.0,1,4.0
26706,22,2.0,2.0,1,2.0
26709,22,2.0,2.0,1,2.0
26713,22,2.0,2.0,1,2.0
26716,22,2.0,2.0,1,2.0
26721,22,2.0,2.0,1,2.0
26724,22,2.0,2.0,1,2.0
26725,22,2.0,2.0,1,2.0
26728,22,2.0,2.0,1,2.0
26730,22,2.0,2.0,1,2.0
26739,22,2.0,2.0,1,2.0
26740,22,2.0,2.0,1,4.0
26741,22,4.0,2.0,1,4.0
26744,22,2.0,2.0,1,2.0
26752,22,2.0,2.0,1,4.0
26759,22,2.0,2.0,1,2.0
26761,22,2.0,2.0,1,2.0
26763,22,2.0,2.0,1,2.0
26767,22,2.0,2.0,1,4.0
26768,22,2.0,2.0,1,2.0
26773,22,2.0,2.0,1,2.0
26774,22,2.0,2.0,1,2.0
26779,22,2.0,2.0,1,2.0
26780,22,2.0,2.0,1,2.0
26781,22,2.0,2.0,1,2.0
26785,22,2.0,2.0,1,2.0
26787,22,2.0,2.0,1,2.0
26788,22,2.0,2.0,1,2.0
26789,22,4.0,2.0,1,4.0
26795,22,2.0,2.0,1,2.0
26802,22,2.0,2.0,1,2.0
26804,22,2.0,2.0,1,2.0
26805,22,4.0,2.0,1,4.0
26808,22,2.0,2.0,1,2.0
26814,22,2.0,2.0,1,2.0
26818,22,2.0,2.0,1,2.0
26822,22,2.0,2.0,1,2.0
26825,22,2.0,2.0,1,2.0
26829,22,2.0,2.0,1,4.0
26840,22,2.0,2.0,1,2.0
26852,22,4.0,2.0,1,4.0
26864,22,4.0,2.0,7,4.0
26865,22,4.0,2.0,7,4.0
26871,22,4.0,2.0,1,4.0
26887,22,2.0,2.0,1,4.0
26890,22,2.0,2.0,1,2.0
26897,22,2.0,2.0,1,2.0
26907,22,2.0,2.0,1,2.0
26910,22,2.0,2.0,1,2.0
26915,22,2.0,2.0,1,2.0
26935,23,2.0,2.0,8,2.0
26946,23,2.0,2.0,8,2.0
26965,23,2.0,2.0,1,2.0
26970,23,2.0,2.0,1,2.0
26983,23,2.0,2.0,8,2.0
26988,23,2.0,2.0,8,2.0
26997,23,4.0,2.0,1,4.0
26999,23,2.0,2.0,1,2.0
27005,23,2.0,2.0,1,2.0
27006,23,2.0,2.0,1,2.0
27012,23,2.0,2.0,8,2.0
27016,23,2.0,2.0,8,4.0
27044,23,4.0,2.0,8,4.0
27067,23,4.0,4.0,1,4.0
27072,23,2.0,2.0,1,2.0
27074,23,4.0,2.0,1,4.0
27102,23,4.0,2.0,2,4.0
27105,23,2.0,2.0,1,2.0
27117,23,2.0,2.0,1,2.0
27124,23,2.0,2.0,1,2.0
27127,23,2.0,2.0,2,2.0
27128,23,2.0,2.0,2,2.0
27140,23,2.0,2.0,2,2.0
27153,23,2.0,2.0,1,2.0
27173,23,2.0,2.0,2,2.0
27188,23,2.0,2.0,8,2.0
27201,23,2.0,2.0,2,2.0
27203,23,2.0,2.0,2,2.0
27209,23,2.0,2.0,2,2.0
27212,23,2.0,2.0,2,2.0
27218,23,2.0,2.0,1,2.0
27219,23,2.0,2.0,1,2.0
27233,23,2.0,2.0,1,2.0
27241,23,2.0,2.0,5,2.0
27267,23,4.0,2.0,1,4.0
27270,23,2.0,2.0,1,2.0
27275,23,4.0,2.0,1,4.0
27287,23,2.0,2.0,8,2.0
27299,23,2.0,2.0,8,4.0
27316,23,2.0,2.0,8,2.0
27328,23,4.0,2.0,1,4.0
27330,23,2.0,2.0,1,4.0
27332,23,4.0,2.0,1,4.0
27337,23,2.0,2.0,1,2.0
27356,23,4.0,2.0,8,4.0
27362,23,4.0,4.0,8,4.0
27364,23,2.0,2.0,8,4.0
27380,23,2.0,2.0,1,2.0
27383,23,2.0,2.0,1,2.0
27405,23,2.0,2.0,1,2.0
27406,23,4.0,2.0,1,4.0
27412,23,2.0,2.0,1,2.0
27414,23,2.0,2.0,1,2.0
27425,23,2.0,2.0,1,2.0
27427,23,2.0,2.0,1,2.0
27473,23,2.0,2.0,1,2.0
27479,23,2.0,2.0,1,2.0
27480,23,2.0,2.0,1,4.0
27490,23,2.0,2.0,1,2.0
27491,23,2.0,2.0,1,2.0
27492,23,2.0,2.0,1,2.0
27494,23,2.0,2.0,1,2.0
27505,23,2.0,2.0,1,2.0
27508,23,2.0,2.0,1,2.0
27513,23,2.0,2.0,1,2.0
27515,23,2.0,2.0,1,2.0
27516,23,2.0,4.0,1,2.0
27523,23,2.0,2.0,1,2.0
27525,23,2.0,4.0,2,2.0
27528,23,2.0,2.0,2,2.0
27534,23,2.0,2.0,2,4.0
27591,23,2.0,2.0,1,2.0
27601,23,2.0,2.0,1,2.0
27607,23,2.0,2.0,1,2.0
27609,23,2.0,2.0,1,4.0
27612,23,2.0,2.0,1,4.0
27617,23,2.0,2.0,1,2.0
27618,23,2.0,2.0,1,4.0
27620,23,2.0,2.0,1,2.0
27623,23,2.0,2.0,1,2.0
27626,23,2.0,2.0,1,2.0
27630,23,2.0,2.0,1,2.0
27631,23,2.0,2.0,1,2.0
27632,23,2.0,2.0,1,2.0
27635,23,2.0,2.0,1,2.0
27641,23,2.0,2.0,1,2.0
27646,23,2.0,2.0,1,2.0
27647,23,2.0,2.0,1,2.0
27648,23,2.0,2.0,1,2.0
27672,23,2.0,2.0,1,2.0
